# State | Left (0) | Down (1) | Right (2) | Up (3)
0.4479	0.0290	0.0353	0.0274
0.0130	0.0050	0.0047	0.0354
0.0072	0.0109	0.0083	0.0142
0.0005	0.0011	0.0015	0.0146
0.5646	0.0233	0.0245	0.0123
0.0000	0.0000	0.0000	0.0000
0.0102	0.0003	0.0001	0.0108
0.0000	0.0000	0.0000	0.0000
0.0135	0.0210	0.0365	0.6019
0.0190	0.7332	0.0300	0.0007
0.8865	0.0004	0.0004	0.0043
0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000
0.0656	0.0005	0.8478	0.0147
0.7094	0.9738	0.2753	0.2693
0.0000	0.0000	0.0000	0.0000
