@relation InstanceResultListener

@attribute Key_Dataset {data_agent,data_keyboard,raw_data_agent,raw_data_keyboard}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.J48,weka.classifiers.bayes.NaiveBayes,weka.classifiers.trees.RandomForest,weka.classifiers.functions.MultilayerPerceptron,weka.classifiers.meta.AdaBoostM1}
@attribute Key_Scheme_options {'-C 0.25 -M 2','','-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1','-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a','-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2'}
@attribute Key_Scheme_version_ID {-217733168393644444,5995231201785697655,1116839470751428698,-5990607817048210779,-1178107808933117974}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 219\nSize of the tree: 437\n','Number of leaves: 227\nSize of the tree: 453\n','Number of leaves: 256\nSize of the tree: 511\n','Number of leaves: 237\nSize of the tree: 473\n','Number of leaves: 243\nSize of the tree: 485\n','Number of leaves: 252\nSize of the tree: 503\n','Number of leaves: 224\nSize of the tree: 447\n','Number of leaves: 239\nSize of the tree: 477\n','Number of leaves: 242\nSize of the tree: 483\n','Number of leaves: 261\nSize of the tree: 521\n','Number of leaves: 235\nSize of the tree: 469\n','Number of leaves: 245\nSize of the tree: 489\n','Number of leaves: 263\nSize of the tree: 525\n','Number of leaves: 244\nSize of the tree: 487\n','Number of leaves: 229\nSize of the tree: 457\n','Number of leaves: 257\nSize of the tree: 513\n','Number of leaves: 301\nSize of the tree: 601\n','Number of leaves: 268\nSize of the tree: 535\n','Number of leaves: 251\nSize of the tree: 501\n','Number of leaves: 190\nSize of the tree: 379\n','Number of leaves: 225\nSize of the tree: 449\n','Number of leaves: 248\nSize of the tree: 495\n','Number of leaves: 231\nSize of the tree: 461\n','Number of leaves: 262\nSize of the tree: 523\n','Number of leaves: 226\nSize of the tree: 451\n','Number of leaves: 191\nSize of the tree: 381\n','Number of leaves: 214\nSize of the tree: 427\n','Number of leaves: 218\nSize of the tree: 435\n','Number of leaves: 204\nSize of the tree: 407\n','Number of leaves: 273\nSize of the tree: 545\n','Number of leaves: 230\nSize of the tree: 459\n','Number of leaves: 247\nSize of the tree: 493\n','Number of leaves: 240\nSize of the tree: 479\n','Number of leaves: 280\nSize of the tree: 559\n','Number of leaves: 238\nSize of the tree: 475\n','Number of leaves: 228\nSize of the tree: 455\n','Number of leaves: 246\nSize of the tree: 491\n','Number of leaves: 222\nSize of the tree: 443\n','Number of leaves: 221\nSize of the tree: 441\n','Number of leaves: 272\nSize of the tree: 543\n','Number of leaves: 207\nSize of the tree: 413\n','Number of leaves: 254\nSize of the tree: 507\n','Number of leaves: 233\nSize of the tree: 465\n','Number of leaves: 197\nSize of the tree: 393\n','Number of leaves: 216\nSize of the tree: 431\n','Number of leaves: 249\nSize of the tree: 497\n','Number of leaves: 255\nSize of the tree: 509\n','Number of leaves: 271\nSize of the tree: 541\n','Number of leaves: 267\nSize of the tree: 533\n','Number of leaves: 300\nSize of the tree: 599\n','Number of leaves: 223\nSize of the tree: 445\n','Number of leaves: 241\nSize of the tree: 481\n','Number of leaves: 211\nSize of the tree: 421\n','Number of leaves: 253\nSize of the tree: 505\n','Number of leaves: 258\nSize of the tree: 515\n','Number of leaves: 274\nSize of the tree: 547\n','Number of leaves: 571\nSize of the tree: 1141\n','Number of leaves: 599\nSize of the tree: 1197\n','Number of leaves: 583\nSize of the tree: 1165\n','Number of leaves: 562\nSize of the tree: 1123\n','Number of leaves: 544\nSize of the tree: 1087\n','Number of leaves: 581\nSize of the tree: 1161\n','Number of leaves: 538\nSize of the tree: 1075\n','Number of leaves: 627\nSize of the tree: 1253\n','Number of leaves: 613\nSize of the tree: 1225\n','Number of leaves: 595\nSize of the tree: 1189\n','Number of leaves: 591\nSize of the tree: 1181\n','Number of leaves: 559\nSize of the tree: 1117\n','Number of leaves: 573\nSize of the tree: 1145\n','Number of leaves: 555\nSize of the tree: 1109\n','Number of leaves: 563\nSize of the tree: 1125\n','Number of leaves: 598\nSize of the tree: 1195\n','Number of leaves: 650\nSize of the tree: 1299\n','Number of leaves: 557\nSize of the tree: 1113\n','Number of leaves: 626\nSize of the tree: 1251\n','Number of leaves: 636\nSize of the tree: 1271\n','Number of leaves: 590\nSize of the tree: 1179\n','Number of leaves: 602\nSize of the tree: 1203\n','Number of leaves: 597\nSize of the tree: 1193\n','Number of leaves: 601\nSize of the tree: 1201\n','Number of leaves: 548\nSize of the tree: 1095\n','Number of leaves: 625\nSize of the tree: 1249\n','Number of leaves: 527\nSize of the tree: 1053\n','Number of leaves: 587\nSize of the tree: 1173\n','Number of leaves: 596\nSize of the tree: 1191\n','Number of leaves: 611\nSize of the tree: 1221\n','Number of leaves: 618\nSize of the tree: 1235\n','Number of leaves: 588\nSize of the tree: 1175\n','Number of leaves: 561\nSize of the tree: 1121\n','Number of leaves: 547\nSize of the tree: 1093\n','Number of leaves: 631\nSize of the tree: 1261\n','Number of leaves: 600\nSize of the tree: 1199\n','Number of leaves: 572\nSize of the tree: 1143\n','Number of leaves: 617\nSize of the tree: 1233\n','Number of leaves: 623\nSize of the tree: 1245\n','Number of leaves: 578\nSize of the tree: 1155\n','Number of leaves: 603\nSize of the tree: 1205\n','Number of leaves: 580\nSize of the tree: 1159\n','Number of leaves: 616\nSize of the tree: 1231\n','Number of leaves: 632\nSize of the tree: 1263\n','Number of leaves: 629\nSize of the tree: 1257\n','Number of leaves: 586\nSize of the tree: 1171\n','Number of leaves: 593\nSize of the tree: 1185\n','Number of leaves: 633\nSize of the tree: 1265\n','Number of leaves: 630\nSize of the tree: 1259\n','Number of leaves: 589\nSize of the tree: 1177\n','Number of leaves: 567\nSize of the tree: 1133\n','Number of leaves: 670\nSize of the tree: 1339\n','Number of leaves: 570\nSize of the tree: 1139\n','Number of leaves: 605\nSize of the tree: 1209\n','Number of leaves: 639\nSize of the tree: 1277\n','Number of leaves: 568\nSize of the tree: 1135\n','Number of leaves: 564\nSize of the tree: 1127\n','Number of leaves: 551\nSize of the tree: 1101\n','Number of leaves: 614\nSize of the tree: 1227\n','Number of leaves: 553\nSize of the tree: 1105\n','Number of leaves: 647\nSize of the tree: 1293\n','Number of leaves: 594\nSize of the tree: 1187\n','Number of leaves: 565\nSize of the tree: 1129\n','Number of leaves: 585\nSize of the tree: 1169\n','Number of leaves: 579\nSize of the tree: 1157\n','Number of leaves: 610\nSize of the tree: 1219\n','Number of leaves: 604\nSize of the tree: 1207\n','Number of leaves: 188\nSize of the tree: 375\n','Number of leaves: 232\nSize of the tree: 463\n','Number of leaves: 236\nSize of the tree: 471\n','Number of leaves: 217\nSize of the tree: 433\n','Number of leaves: 234\nSize of the tree: 467\n','Number of leaves: 266\nSize of the tree: 531\n','Number of leaves: 201\nSize of the tree: 401\n','Number of leaves: 270\nSize of the tree: 539\n','Number of leaves: 279\nSize of the tree: 557\n','Number of leaves: 202\nSize of the tree: 403\n','Number of leaves: 193\nSize of the tree: 385\n','Number of leaves: 212\nSize of the tree: 423\n','Number of leaves: 206\nSize of the tree: 411\n','Number of leaves: 250\nSize of the tree: 499\n','Number of leaves: 260\nSize of the tree: 519\n','Number of leaves: 173\nSize of the tree: 345\n','Number of leaves: 200\nSize of the tree: 399\n','Number of leaves: 199\nSize of the tree: 397\n','Number of leaves: 213\nSize of the tree: 425\n','Number of leaves: 287\nSize of the tree: 573\n','Number of leaves: 275\nSize of the tree: 549\n','Number of leaves: 264\nSize of the tree: 527\n','Number of leaves: 198\nSize of the tree: 395\n','Number of leaves: 265\nSize of the tree: 529\n','Number of leaves: 540\nSize of the tree: 1079\n','Number of leaves: 529\nSize of the tree: 1057\n','Number of leaves: 506\nSize of the tree: 1011\n','Number of leaves: 541\nSize of the tree: 1081\n','Number of leaves: 582\nSize of the tree: 1163\n','Number of leaves: 532\nSize of the tree: 1063\n','Number of leaves: 577\nSize of the tree: 1153\n','Number of leaves: 492\nSize of the tree: 983\n','Number of leaves: 521\nSize of the tree: 1041\n','Number of leaves: 584\nSize of the tree: 1167\n','Number of leaves: 552\nSize of the tree: 1103\n','Number of leaves: 531\nSize of the tree: 1061\n','Number of leaves: 474\nSize of the tree: 947\n','Number of leaves: 518\nSize of the tree: 1035\n','Number of leaves: 534\nSize of the tree: 1067\n','Number of leaves: 482\nSize of the tree: 963\n','Number of leaves: 491\nSize of the tree: 981\n','Number of leaves: 606\nSize of the tree: 1211\n','Number of leaves: 525\nSize of the tree: 1049\n','Number of leaves: 539\nSize of the tree: 1077\n','Number of leaves: 511\nSize of the tree: 1021\n','Number of leaves: 486\nSize of the tree: 971\n','Number of leaves: 558\nSize of the tree: 1115\n','Number of leaves: 556\nSize of the tree: 1111\n','Number of leaves: 514\nSize of the tree: 1027\n','Number of leaves: 498\nSize of the tree: 995\n','Number of leaves: 515\nSize of the tree: 1029\n','Number of leaves: 522\nSize of the tree: 1043\n','Number of leaves: 501\nSize of the tree: 1001\n','Number of leaves: 487\nSize of the tree: 973\n','Number of leaves: 476\nSize of the tree: 951\n','Number of leaves: 528\nSize of the tree: 1055\n','Number of leaves: 510\nSize of the tree: 1019\n','Number of leaves: 550\nSize of the tree: 1099\n','Number of leaves: 520\nSize of the tree: 1039\n','Number of leaves: 536\nSize of the tree: 1071\n','Number of leaves: 478\nSize of the tree: 955\n','Number of leaves: 546\nSize of the tree: 1091\n','Number of leaves: 526\nSize of the tree: 1051\n','Number of leaves: 466\nSize of the tree: 931\n','Number of leaves: 517\nSize of the tree: 1033\n','Number of leaves: 554\nSize of the tree: 1107\n','Number of leaves: 523\nSize of the tree: 1045\n','Number of leaves: 530\nSize of the tree: 1059\n','Number of leaves: 533\nSize of the tree: 1065\n','Number of leaves: 608\nSize of the tree: 1215\n','Number of leaves: 508\nSize of the tree: 1015\n','Number of leaves: 505\nSize of the tree: 1009\n','Number of leaves: 484\nSize of the tree: 967\n','Number of leaves: 569\nSize of the tree: 1137\n','Number of leaves: 560\nSize of the tree: 1119\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data
raw_data_agent,7,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20260319.2101,10598,1178,1092,86,0,92.699491,7.300509,0,0.826421,0.054266,0.168859,24.297553,50.51736,1505.775932,7832.245123,-6326.469192,1.278248,6.648765,-5.370517,1189.537104,1.009794,78.998281,0.990654,848,0.177019,57,0.822981,265,0.009346,8,0.937017,0.990654,0.963089,0.859388,0.97365,0.985716,0.926995,0.131104,0.868896,0.073005,0.92524,0.926995,0.923885,0.844973,0.97278,0.960109,0.856816,0.926995,4.481,0.063,4.328125,0.0625,4328.125,62.5,9783523,1071929,120509,98.132428,33.000849,?,?,?,?,-1
raw_data_agent,7,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20260319.2101,10599,1177,1082,95,0,91.928632,8.071368,0,0.806674,0.056733,0.173477,25.422668,51.945569,1502.158534,6768.299127,-5266.140593,1.27626,5.750467,-4.474206,1172.741561,0.996382,78.070426,0.994159,851,0.180685,58,0.819315,263,0.005841,5,0.936194,0.994159,0.964306,0.86394,0.97467,0.985258,0.919286,0.134592,0.865408,0.080714,0.91677,0.919286,0.915342,0.83817,0.973984,0.955232,0.830467,0.919286,4.298,0.056,4.203125,0.0625,4203.125,62.5,9695170,1072030,120408,98.55565,33.347494,?,?,?,?,-1
raw_data_agent,7,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20260319.2102,10599,1177,1075,102,0,91.3339,8.6661,0,0.78915,0.059579,0.182938,26.698084,54.77881,1502.158534,6812.943572,-5310.785038,1.27626,5.788397,-4.512137,1140.576658,0.969054,75.92918,0.995327,852,0.214953,69,0.785047,252,0.004673,4,0.925081,0.995327,0.95892,0.842446,0.973668,0.985734,0.913339,0.159201,0.840799,0.086661,0.910319,0.913339,0.908188,0.819517,0.971838,0.94921,0.820748,0.913339,4.287,0.058,4.21875,0.0625,4218.75,62.5,9597337,1072030,120408,98.385726,33.623619,?,?,?,?,-1
raw_data_agent,7,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20260319.2102,10599,1177,1093,84,0,92.863212,7.136788,0,0.829568,0.053624,0.166708,24.02855,49.917076,1502.426954,7833.337015,-6330.91006,1.276488,6.655342,-5.378853,1191.799219,1.012574,79.324936,0.996495,853,0.168224,54,0.831776,267,0.003505,3,0.940463,0.996495,0.967669,0.877357,0.977032,0.987666,0.928632,0.124867,0.875133,0.071368,0.926737,0.928632,0.924804,0.85576,0.974666,0.958866,0.851696,0.928632,4.421,0.059,4.359375,0.0625,4359.375,62.5,9790545,1072030,120408,98.385726,33.220051,?,?,?,?,-1
raw_data_agent,7,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20260319.2102,10599,1177,1090,87,0,92.608326,7.391674,0,0.822914,0.053946,0.165465,24.17322,49.545018,1502.426954,3531.693858,-2029.266904,1.276488,3.00059,-1.724101,1193.364502,1.013904,79.42912,0.996495,853,0.174455,56,0.825545,265,0.003505,3,0.938394,0.996495,0.966572,0.873038,0.982904,0.991558,0.926083,0.129609,0.870391,0.073917,0.924353,0.926083,0.922394,0.850772,0.982522,0.96703,0.845234,0.926083,4.424,0.065,4.3125,0.0625,4312.5,62.5,9790165,1072030,120408,99.150382,33.751062,?,?,?,?,-1
raw_data_agent,8,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20260319.2102,10598,1178,1098,80,0,93.208829,6.791171,0,0.837002,0.050781,0.161023,22.761443,48.230959,1502.88712,2465.510385,-962.623265,1.275796,2.092963,-0.817167,1211.056147,1.028061,80.581977,0.996499,854,0.17757,57,0.82243,264,0.003501,3,0.937431,0.996499,0.966063,0.870913,0.983875,0.991837,0.932088,0.131174,0.868826,0.067912,0.931228,0.932088,0.928993,0.856741,0.982957,0.965915,0.863869,0.932088,4.392,0.067,4.234375,0.078125,4234.375,78.125,9775185,1071929,120509,98.387097,33.085739,?,?,?,?,-1
raw_data_agent,8,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20260319.2102,10598,1178,1089,89,0,92.444822,7.555178,0,0.816508,0.055361,0.170968,24.814933,51.211237,1502.6187,8900.908219,-7398.289519,1.275568,7.555949,-6.280382,1177.077705,0.999217,78.33509,0.996499,854,0.205607,66,0.794393,255,0.003501,3,0.928261,0.996499,0.961171,0.851444,0.972268,0.983246,0.924448,0.151582,0.848418,0.075552,0.923868,0.924448,0.920436,0.837692,0.971799,0.959215,0.848881,0.924448,4.437,0.06,4.3125,0.0625,4312.5,62.5,9717257,1071929,120509,98.556876,33.382852,?,?,?,?,-1
raw_data_agent,8,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20260319.2102,10598,1178,1090,88,0,92.529711,7.470289,0,0.821412,0.053234,0.169404,23.861757,50.742797,1502.6187,5690.873304,-4188.254604,1.275568,4.830962,-3.555394,1183.058601,1.004294,78.733121,0.994166,852,0.174455,56,0.825545,265,0.005834,5,0.938326,0.994166,0.965439,0.868318,0.982679,0.991483,0.925297,0.129687,0.870313,0.074703,0.92286,0.925297,0.921791,0.847246,0.980571,0.96045,0.846626,0.925297,4.341,0.062,4.15625,0.0625,4156.25,62.5,9660773,1071929,120509,98.896435,33.191851,?,?,?,?,-1
raw_data_agent,8,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20260319.2102,10598,1178,1083,95,0,91.935484,8.064516,0,0.805744,0.057326,0.178879,25.667794,53.515158,1505.775932,12147.95357,-10642.177638,1.278248,10.312354,-9.034107,1159.132054,0.983983,76.979053,0.997664,854,0.189441,61,0.810559,261,0.002336,2,0.933333,0.997664,0.964427,0.864983,0.966314,0.978744,0.919355,0.140589,0.859411,0.080645,0.916385,0.919355,0.914701,0.838457,0.964343,0.943491,0.829215,0.919355,4.327,0.06,4.234375,0.0625,4234.375,62.5,9704779,1071929,120509,97.877759,33.170628,?,?,?,?,-1
raw_data_agent,8,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20260319.2102,10598,1178,1084,94,0,92.020374,7.979626,0,0.809255,0.056791,0.17054,25.428334,51.020426,1505.775932,4621.758084,-3115.982152,1.278248,3.923394,-2.645146,1178.285156,1.000242,78.251029,0.991822,849,0.186335,60,0.813665,262,0.008178,7,0.933993,0.991822,0.96204,0.855195,0.983607,0.992262,0.920204,0.138341,0.861659,0.079796,0.917632,0.920204,0.91639,0.834734,0.98156,0.962566,0.837362,0.920204,4.458,0.064,4.34375,0.0625,4343.75,62.5,9739048,1071929,120509,99.066214,34.295416,?,?,?,?,-1
raw_data_agent,8,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20260319.2102,10598,1178,1094,84,0,92.86927,7.13073,0,0.830465,0.056282,0.172545,25.200277,51.62013,1505.775932,7848.69215,-6342.916218,1.278248,6.662727,-5.384479,1174.747818,0.997239,78.016111,0.992991,850,0.170807,55,0.829193,267,0.007009,6,0.939227,0.992991,0.965361,0.868416,0.974758,0.986811,0.928693,0.126589,0.873411,0.071307,0.927121,0.928693,0.925537,0.851608,0.972887,0.956882,0.857737,0.928693,4.434,0.066,4.3125,0.0625,4312.5,62.5,9651118,1071929,120509,98.217317,33.531409,?,?,?,?,-1
raw_data_agent,8,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20260319.2102,10599,1177,1090,87,0,92.608326,7.391674,0,0.822986,0.055059,0.168477,24.671951,50.446773,1502.426954,6754.160973,-5251.734019,1.276488,5.738455,-4.461966,1182.629934,1.004783,78.714638,0.992991,850,0.183801,59,0.816199,262,0.007009,6,0.935094,0.992991,0.963173,0.859391,0.97962,0.98945,0.926083,0.136027,0.863973,0.073917,0.924489,0.926083,0.922698,0.843786,0.978027,0.962975,0.852074,0.926083,4.371,0.068,4.265625,0.078125,4265.625,78.125,9678690,1072030,120408,98.640612,33.453696,?,?,?,?,-1
raw_data_agent,8,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20260319.2102,10599,1177,1096,81,0,93.118097,6.881903,0,0.837549,0.051572,0.163178,23.109134,48.860139,1502.426954,2465.29885,-962.871895,1.276488,2.094561,-0.818073,1205.277941,1.024025,80.222066,0.990654,848,0.155763,50,0.844237,271,0.009346,8,0.944321,0.990654,0.966933,0.874337,0.986809,0.99349,0.931181,0.115896,0.884104,0.068819,0.929278,0.931181,0.927941,0.857268,0.984829,0.966505,0.862098,0.931181,4.392,0.037,4.265625,0.046875,4265.625,46.875,9799223,1072030,120408,98.895497,32.965166,?,?,?,?,-1
raw_data_agent,8,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20260319.2102,10599,1177,1089,88,0,92.523364,7.476636,0,0.819093,0.052625,0.169345,23.581215,50.706842,1502.426954,8900.996634,-7398.56968,1.276488,7.562444,-6.285956,1191.1191,1.011996,79.279668,0.996495,853,0.199377,64,0.800623,257,0.003505,3,0.930207,0.996495,0.962211,0.855738,0.973282,0.984414,0.925234,0.147058,0.852942,0.074766,0.923811,0.925234,0.92087,0.840468,0.971703,0.954515,0.85067,0.925234,4.314,0.038,4.1875,0.03125,4187.5,31.25,9755078,1072030,120408,98.045879,32.752761,?,?,?,?,-1
raw_data_agent,8,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20260319.2102,10599,1177,1101,76,0,93.542906,6.457094,0,0.84753,0.053331,0.164913,23.897205,49.379693,1502.426954,3545.602667,-2043.175713,1.276488,3.012407,-1.735918,1194.004576,1.014447,79.471722,0.995327,852,0.143302,46,0.856698,275,0.004673,4,0.948775,0.995327,0.971494,0.892281,0.982511,0.990993,0.935429,0.106812,0.893188,0.064571,0.933273,0.935429,0.932793,0.8715,0.980985,0.958689,0.86667,0.935429,4.412,0.044,4.265625,0.046875,4265.625,46.875,9730458,1072030,120408,98.470688,33.411215,?,?,?,?,-1
raw_data_agent,9,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20260319.2102,10598,1178,1099,79,0,93.293718,6.706282,0,0.840766,0.051524,0.164757,23.094379,49.349245,1502.88712,6752.956323,-5250.069202,1.275796,5.732561,-4.456765,1199.151833,1.017956,79.78988,0.994166,852,0.158879,51,0.841121,270,0.005834,5,0.943522,0.994166,0.968182,0.879161,0.979309,0.988341,0.932937,0.117936,0.882064,0.067063,0.931808,0.932937,0.92982,0.86194,0.977305,0.960615,0.864488,0.932937,4.368,0.049,4.203125,0.046875,4203.125,46.875,9745133,1071929,120509,98.302207,32.66129,?,?,?,?,-1
raw_data_agent,9,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20260319.2103,10598,1178,1095,83,0,92.95416,7.04584,0,0.830479,0.051736,0.161575,23.190157,48.397817,1502.6187,1379.355543,123.263157,1.275568,1.17093,0.104638,1207.915815,1.025395,80.387381,0.998833,856,0.17757,57,0.82243,264,0.001167,1,0.937568,0.998833,0.967232,0.875723,0.987906,0.994791,0.929542,0.131413,0.868587,0.070458,0.927791,0.929542,0.925866,0.855951,0.987259,0.970704,0.854629,0.929542,4.359,0.059,4.234375,0.0625,4234.375,62.5,9801411,1071929,120509,99.235993,33.44652,?,?,?,?,-1
raw_data_agent,9,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20260319.2103,10598,1178,1090,88,0,92.529711,7.470289,0,0.821458,0.054894,0.169933,24.605653,50.901131,1502.6187,4628.666618,-3126.047918,1.275568,3.929259,-2.653691,1178.924103,1.000784,78.457968,0.990665,849,0.183801,59,0.816199,262,0.009335,8,0.935022,0.990665,0.96204,0.85471,0.980067,0.991312,0.925297,0.136114,0.863886,0.074703,0.924135,0.925297,0.922088,0.840631,0.978527,0.962456,0.8523,0.925297,4.393,0.043,4.328125,0.03125,4328.125,31.25,9769035,1071929,120509,98.641766,33.340407,?,?,?,?,-1
raw_data_agent,9,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20260319.2103,10598,1178,1091,87,0,92.614601,7.385399,0,0.823268,0.057186,0.178606,25.605078,53.433495,1505.775932,11088.736644,-9582.960713,1.278248,9.413189,-8.134941,1162.481948,0.986827,77.201523,0.994159,851,0.18323,59,0.81677,263,0.005841,5,0.935165,0.994159,0.96376,0.862104,0.961879,0.977118,0.926146,0.135549,0.864451,0.073854,0.924235,0.926146,0.922501,0.845145,0.961095,0.940344,0.852255,0.926146,4.428,0.059,4.3125,0.046875,4312.5,46.875,9678954,1071929,120509,97.70798,33.467742,?,?,?,?,-1
raw_data_agent,9,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20260319.2103,10598,1178,1094,84,0,92.86927,7.13073,0,0.828886,0.054563,0.165147,24.430586,49.407085,1505.775932,2482.989531,-977.213599,1.278248,2.107801,-0.829553,1193.545211,1.013196,79.264463,0.997664,854,0.180124,58,0.819876,264,0.002336,2,0.936404,0.997664,0.966063,0.871435,0.978694,0.988326,0.928693,0.133123,0.866877,0.071307,0.927068,0.928693,0.925133,0.853013,0.978359,0.963235,0.8538,0.928693,4.387,0.055,4.265625,0.0625,4265.625,62.5,9811240,1071929,120509,98.641766,33.955857,?,?,?,?,-1
raw_data_agent,9,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20260319.2103,10598,1178,1093,85,0,92.78438,7.21562,0,0.827996,0.053362,0.167928,23.892752,50.238991,1505.775932,5687.793292,-4182.01736,1.278248,4.828347,-3.5501,1193.98551,1.01357,79.293704,0.994159,851,0.173913,56,0.826087,266,0.005841,5,0.938258,0.994159,0.9654,0.868601,0.979425,0.9885,0.927844,0.12887,0.87113,0.072156,0.925952,0.927844,0.924438,0.850547,0.977571,0.959149,0.854824,0.927844,4.393,0.038,4.234375,0.03125,4234.375,31.25,9683118,1071929,120509,98.726655,32.958404,?,?,?,?,-1
