@relation InstanceResultListener

@attribute Key_Dataset {data_agent,data_keyboard,raw_data_agent,raw_data_keyboard}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.J48,weka.classifiers.bayes.NaiveBayes,weka.classifiers.trees.RandomForest,weka.classifiers.functions.MultilayerPerceptron,weka.classifiers.meta.AdaBoostM1}
@attribute Key_Scheme_options {'-C 0.25 -M 2','','-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1','-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a','-P 100 -S 1 -I 10 -W weka.classifiers.trees.J48 -- -C 0.25 -M 2'}
@attribute Key_Scheme_version_ID {-217733168393644444,5995231201785697655,1116839470751428698,-5990607817048210779,-1178107808933117974}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 219\nSize of the tree: 437\n','Number of leaves: 227\nSize of the tree: 453\n','Number of leaves: 256\nSize of the tree: 511\n','Number of leaves: 237\nSize of the tree: 473\n','Number of leaves: 243\nSize of the tree: 485\n','Number of leaves: 252\nSize of the tree: 503\n','Number of leaves: 224\nSize of the tree: 447\n','Number of leaves: 239\nSize of the tree: 477\n','Number of leaves: 242\nSize of the tree: 483\n','Number of leaves: 261\nSize of the tree: 521\n','Number of leaves: 235\nSize of the tree: 469\n','Number of leaves: 245\nSize of the tree: 489\n','Number of leaves: 263\nSize of the tree: 525\n','Number of leaves: 244\nSize of the tree: 487\n','Number of leaves: 229\nSize of the tree: 457\n','Number of leaves: 257\nSize of the tree: 513\n','Number of leaves: 301\nSize of the tree: 601\n','Number of leaves: 268\nSize of the tree: 535\n','Number of leaves: 251\nSize of the tree: 501\n','Number of leaves: 190\nSize of the tree: 379\n','Number of leaves: 225\nSize of the tree: 449\n','Number of leaves: 248\nSize of the tree: 495\n','Number of leaves: 231\nSize of the tree: 461\n','Number of leaves: 262\nSize of the tree: 523\n','Number of leaves: 226\nSize of the tree: 451\n','Number of leaves: 191\nSize of the tree: 381\n','Number of leaves: 214\nSize of the tree: 427\n','Number of leaves: 218\nSize of the tree: 435\n','Number of leaves: 204\nSize of the tree: 407\n','Number of leaves: 273\nSize of the tree: 545\n','Number of leaves: 230\nSize of the tree: 459\n','Number of leaves: 247\nSize of the tree: 493\n','Number of leaves: 240\nSize of the tree: 479\n','Number of leaves: 280\nSize of the tree: 559\n','Number of leaves: 238\nSize of the tree: 475\n','Number of leaves: 228\nSize of the tree: 455\n','Number of leaves: 246\nSize of the tree: 491\n','Number of leaves: 222\nSize of the tree: 443\n','Number of leaves: 221\nSize of the tree: 441\n','Number of leaves: 272\nSize of the tree: 543\n','Number of leaves: 207\nSize of the tree: 413\n','Number of leaves: 254\nSize of the tree: 507\n','Number of leaves: 233\nSize of the tree: 465\n','Number of leaves: 197\nSize of the tree: 393\n','Number of leaves: 216\nSize of the tree: 431\n','Number of leaves: 249\nSize of the tree: 497\n','Number of leaves: 255\nSize of the tree: 509\n','Number of leaves: 271\nSize of the tree: 541\n','Number of leaves: 267\nSize of the tree: 533\n','Number of leaves: 300\nSize of the tree: 599\n','Number of leaves: 223\nSize of the tree: 445\n','Number of leaves: 241\nSize of the tree: 481\n','Number of leaves: 211\nSize of the tree: 421\n','Number of leaves: 253\nSize of the tree: 505\n','Number of leaves: 258\nSize of the tree: 515\n','Number of leaves: 274\nSize of the tree: 547\n','Number of leaves: 571\nSize of the tree: 1141\n','Number of leaves: 599\nSize of the tree: 1197\n','Number of leaves: 583\nSize of the tree: 1165\n','Number of leaves: 562\nSize of the tree: 1123\n','Number of leaves: 544\nSize of the tree: 1087\n','Number of leaves: 581\nSize of the tree: 1161\n','Number of leaves: 538\nSize of the tree: 1075\n','Number of leaves: 627\nSize of the tree: 1253\n','Number of leaves: 613\nSize of the tree: 1225\n','Number of leaves: 595\nSize of the tree: 1189\n','Number of leaves: 591\nSize of the tree: 1181\n','Number of leaves: 559\nSize of the tree: 1117\n','Number of leaves: 573\nSize of the tree: 1145\n','Number of leaves: 555\nSize of the tree: 1109\n','Number of leaves: 563\nSize of the tree: 1125\n','Number of leaves: 598\nSize of the tree: 1195\n','Number of leaves: 650\nSize of the tree: 1299\n','Number of leaves: 557\nSize of the tree: 1113\n','Number of leaves: 626\nSize of the tree: 1251\n','Number of leaves: 636\nSize of the tree: 1271\n','Number of leaves: 590\nSize of the tree: 1179\n','Number of leaves: 602\nSize of the tree: 1203\n','Number of leaves: 597\nSize of the tree: 1193\n','Number of leaves: 601\nSize of the tree: 1201\n','Number of leaves: 548\nSize of the tree: 1095\n','Number of leaves: 625\nSize of the tree: 1249\n','Number of leaves: 527\nSize of the tree: 1053\n','Number of leaves: 587\nSize of the tree: 1173\n','Number of leaves: 596\nSize of the tree: 1191\n','Number of leaves: 611\nSize of the tree: 1221\n','Number of leaves: 618\nSize of the tree: 1235\n','Number of leaves: 588\nSize of the tree: 1175\n','Number of leaves: 561\nSize of the tree: 1121\n','Number of leaves: 547\nSize of the tree: 1093\n','Number of leaves: 631\nSize of the tree: 1261\n','Number of leaves: 600\nSize of the tree: 1199\n','Number of leaves: 572\nSize of the tree: 1143\n','Number of leaves: 617\nSize of the tree: 1233\n','Number of leaves: 623\nSize of the tree: 1245\n','Number of leaves: 578\nSize of the tree: 1155\n','Number of leaves: 603\nSize of the tree: 1205\n','Number of leaves: 580\nSize of the tree: 1159\n','Number of leaves: 616\nSize of the tree: 1231\n','Number of leaves: 632\nSize of the tree: 1263\n','Number of leaves: 629\nSize of the tree: 1257\n','Number of leaves: 586\nSize of the tree: 1171\n','Number of leaves: 593\nSize of the tree: 1185\n','Number of leaves: 633\nSize of the tree: 1265\n','Number of leaves: 630\nSize of the tree: 1259\n','Number of leaves: 589\nSize of the tree: 1177\n','Number of leaves: 567\nSize of the tree: 1133\n','Number of leaves: 670\nSize of the tree: 1339\n','Number of leaves: 570\nSize of the tree: 1139\n','Number of leaves: 605\nSize of the tree: 1209\n','Number of leaves: 639\nSize of the tree: 1277\n','Number of leaves: 568\nSize of the tree: 1135\n','Number of leaves: 564\nSize of the tree: 1127\n','Number of leaves: 551\nSize of the tree: 1101\n','Number of leaves: 614\nSize of the tree: 1227\n','Number of leaves: 553\nSize of the tree: 1105\n','Number of leaves: 647\nSize of the tree: 1293\n','Number of leaves: 594\nSize of the tree: 1187\n','Number of leaves: 565\nSize of the tree: 1129\n','Number of leaves: 585\nSize of the tree: 1169\n','Number of leaves: 579\nSize of the tree: 1157\n','Number of leaves: 610\nSize of the tree: 1219\n','Number of leaves: 604\nSize of the tree: 1207\n','Number of leaves: 188\nSize of the tree: 375\n','Number of leaves: 232\nSize of the tree: 463\n','Number of leaves: 236\nSize of the tree: 471\n','Number of leaves: 217\nSize of the tree: 433\n','Number of leaves: 234\nSize of the tree: 467\n','Number of leaves: 266\nSize of the tree: 531\n','Number of leaves: 201\nSize of the tree: 401\n','Number of leaves: 270\nSize of the tree: 539\n','Number of leaves: 279\nSize of the tree: 557\n','Number of leaves: 202\nSize of the tree: 403\n','Number of leaves: 193\nSize of the tree: 385\n','Number of leaves: 212\nSize of the tree: 423\n','Number of leaves: 206\nSize of the tree: 411\n','Number of leaves: 250\nSize of the tree: 499\n','Number of leaves: 260\nSize of the tree: 519\n','Number of leaves: 173\nSize of the tree: 345\n','Number of leaves: 200\nSize of the tree: 399\n','Number of leaves: 199\nSize of the tree: 397\n','Number of leaves: 213\nSize of the tree: 425\n','Number of leaves: 287\nSize of the tree: 573\n','Number of leaves: 275\nSize of the tree: 549\n','Number of leaves: 264\nSize of the tree: 527\n','Number of leaves: 198\nSize of the tree: 395\n','Number of leaves: 265\nSize of the tree: 529\n','Number of leaves: 540\nSize of the tree: 1079\n','Number of leaves: 529\nSize of the tree: 1057\n','Number of leaves: 506\nSize of the tree: 1011\n','Number of leaves: 541\nSize of the tree: 1081\n','Number of leaves: 582\nSize of the tree: 1163\n','Number of leaves: 532\nSize of the tree: 1063\n','Number of leaves: 577\nSize of the tree: 1153\n','Number of leaves: 492\nSize of the tree: 983\n','Number of leaves: 521\nSize of the tree: 1041\n','Number of leaves: 584\nSize of the tree: 1167\n','Number of leaves: 552\nSize of the tree: 1103\n','Number of leaves: 531\nSize of the tree: 1061\n','Number of leaves: 474\nSize of the tree: 947\n','Number of leaves: 518\nSize of the tree: 1035\n','Number of leaves: 534\nSize of the tree: 1067\n','Number of leaves: 482\nSize of the tree: 963\n','Number of leaves: 491\nSize of the tree: 981\n','Number of leaves: 606\nSize of the tree: 1211\n','Number of leaves: 525\nSize of the tree: 1049\n','Number of leaves: 539\nSize of the tree: 1077\n','Number of leaves: 511\nSize of the tree: 1021\n','Number of leaves: 486\nSize of the tree: 971\n','Number of leaves: 558\nSize of the tree: 1115\n','Number of leaves: 556\nSize of the tree: 1111\n','Number of leaves: 514\nSize of the tree: 1027\n','Number of leaves: 498\nSize of the tree: 995\n','Number of leaves: 515\nSize of the tree: 1029\n','Number of leaves: 522\nSize of the tree: 1043\n','Number of leaves: 501\nSize of the tree: 1001\n','Number of leaves: 487\nSize of the tree: 973\n','Number of leaves: 476\nSize of the tree: 951\n','Number of leaves: 528\nSize of the tree: 1055\n','Number of leaves: 510\nSize of the tree: 1019\n','Number of leaves: 550\nSize of the tree: 1099\n','Number of leaves: 520\nSize of the tree: 1039\n','Number of leaves: 536\nSize of the tree: 1071\n','Number of leaves: 478\nSize of the tree: 955\n','Number of leaves: 546\nSize of the tree: 1091\n','Number of leaves: 526\nSize of the tree: 1051\n','Number of leaves: 466\nSize of the tree: 931\n','Number of leaves: 517\nSize of the tree: 1033\n','Number of leaves: 554\nSize of the tree: 1107\n','Number of leaves: 523\nSize of the tree: 1045\n','Number of leaves: 530\nSize of the tree: 1059\n','Number of leaves: 533\nSize of the tree: 1065\n','Number of leaves: 608\nSize of the tree: 1215\n','Number of leaves: 508\nSize of the tree: 1015\n','Number of leaves: 505\nSize of the tree: 1009\n','Number of leaves: 484\nSize of the tree: 967\n','Number of leaves: 569\nSize of the tree: 1137\n','Number of leaves: 560\nSize of the tree: 1119\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data
data_keyboard,3,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12567,1396,964,432,0,69.054441,30.945559,0,0.213837,0.19904,0.339173,112.509008,114.074029,1472.177462,2116.422354,-644.244892,1.054568,1.516062,-0.461493,-149.154033,-0.106844,-10.131525,0.791892,879,0.541958,155,0.458042,131,0.208108,231,0.850097,0.791892,0.819963,0.230173,0.71054,0.908975,0.690544,0.445244,0.554756,0.309456,0.723662,0.690544,0.704583,0.224105,0.72025,0.767262,0.400277,0.690544,0.024,0.015,0.03125,0,31.25,0,7475,2176138,243555,92.048711,57.360315,?,?,?,?,?
data_keyboard,4,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12566,1397,963,434,0,68.933429,31.066571,0,0.203635,0.193942,0.334096,109.656672,112.400326,1472.508805,2527.27151,-1054.762706,1.054051,1.809071,-0.75502,-94.294194,-0.067498,-6.403642,0.792079,880,0.562937,161,0.437063,125,0.207921,231,0.845341,0.792079,0.817844,0.212175,0.719631,0.915966,0.689334,0.461977,0.538023,0.310666,0.718954,0.689334,0.702355,0.208718,0.731917,0.776219,0.398627,0.689334,0.023,0.01,0.03125,0,31.25,0,7475,2175965,243728,92.555476,58.267717,?,?,?,?,?
data_keyboard,4,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12566,1397,966,431,0,69.148175,30.851825,0,0.202938,0.195085,0.334559,110.157587,112.38951,1476.163762,2275.374087,-799.210324,1.056667,1.628757,-0.57209,-113.047461,-0.080922,-7.658192,0.804505,893,0.54007,155,0.45993,132,0.195495,217,0.852099,0.804505,0.827618,0.24679,0.716813,0.910717,0.691482,0.443366,0.556634,0.308518,0.721587,0.691482,0.704807,0.231211,0.728872,0.765441,0.378252,0.691482,0.023,0.009,0.03125,0,31.25,0,7475,2175965,243728,93.05655,57.337151,?,?,?,?,?
data_keyboard,4,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12566,1397,951,446,0,68.074445,31.925555,0,0.200603,0.201466,0.343099,113.761203,115.258515,1476.163762,3461.662931,-1985.499169,1.056667,2.477926,-1.421259,-158.039458,-0.113128,-10.706092,0.785586,872,0.529617,152,0.470383,135,0.214414,238,0.851563,0.785586,0.817245,0.233768,0.707358,0.906753,0.680744,0.436163,0.563837,0.319256,0.721389,0.680744,0.699067,0.222794,0.718613,0.762611,0.384122,0.680744,0.023,0.009,0.015625,0.015625,15.625,15.625,7475,2175965,243728,91.624911,57.444524,?,?,?,?,?
data_keyboard,4,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12567,1396,921,475,0,65.974212,34.025788,0,0.157831,0.203271,0.349884,114.90054,117.676318,1472.177462,2353.135509,-880.958047,1.054568,1.685627,-0.631059,-186.435612,-0.13355,-12.663936,0.766667,851,0.56993,163,0.43007,123,0.233333,259,0.83925,0.766667,0.801318,0.178106,0.688723,0.901921,0.659742,0.469381,0.530619,0.340258,0.703316,0.659742,0.678563,0.170124,0.701698,0.755959,0.356388,0.659742,0.023,0.01,0.015625,0.015625,15.625,15.625,7475,2176138,243555,91.977077,57.539398,?,?,?,?,?
data_keyboard,4,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12567,1396,957,439,0,68.553009,31.446991,0,0.187834,0.194367,0.338529,109.867543,113.85739,1472.177462,3020.725815,-1548.548352,1.054568,2.163844,-1.109275,-102.227092,-0.073229,-6.943938,0.794595,882,0.573427,164,0.426573,122,0.205405,228,0.843212,0.794595,0.818182,0.205952,0.704586,0.90784,0.68553,0.470378,0.529622,0.31447,0.713338,0.68553,0.697967,0.198788,0.718985,0.762844,0.382237,0.68553,0.023,0.009,0.03125,0,31.25,0,7475,2176138,243555,92.908309,55.963467,?,?,?,?,?
data_keyboard,4,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12567,1396,954,442,0,68.338109,31.661891,0,0.195108,0.199524,0.338278,112.782249,113.772894,1472.177462,2449.434655,-977.257193,1.054568,1.754609,-0.700041,-151.948362,-0.108846,-10.321335,0.79009,877,0.548951,157,0.451049,129,0.20991,233,0.848162,0.79009,0.818097,0.222074,0.721366,0.911649,0.683381,0.451504,0.548496,0.316619,0.71735,0.683381,0.698639,0.212108,0.727041,0.765043,0.384005,0.683381,0.023,0.009,0.03125,0,31.25,0,7475,2176138,243555,92.406877,57.52149,?,?,?,?,?
data_keyboard,4,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12567,1396,918,478,0,65.759312,34.240688,0,0.160897,0.20656,0.3473,116.759773,116.807489,1472.177462,2317.896131,-845.718668,1.054568,1.660384,-0.605816,-231.974858,-0.166171,-15.757262,0.763964,848,0.552448,158,0.447552,128,0.236036,262,0.842942,0.763964,0.801512,0.190264,0.694106,0.901628,0.657593,0.456023,0.543977,0.342407,0.705953,0.657593,0.678748,0.179418,0.703363,0.753592,0.355963,0.657593,0.022,0.009,0.015625,0.015625,15.625,15.625,7475,2176138,243555,92.048711,56.840974,?,?,?,?,?
data_keyboard,4,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12567,1396,962,434,0,68.911175,31.088825,0,0.206891,0.198563,0.339295,112.239271,114.114931,1472.177462,2490.217152,-1018.039689,1.054568,1.783823,-0.729255,-149.246808,-0.10691,-10.137827,0.790991,878,0.555944,159,0.444056,127,0.209009,232,0.846673,0.790991,0.817885,0.217051,0.710332,0.90973,0.689112,0.456294,0.543706,0.310888,0.721477,0.689112,0.703212,0.21374,0.72074,0.768,0.398891,0.689112,0.024,0.015,0.015625,0,15.625,0,7475,2176138,243555,91.332378,56.697708,?,?,?,?,?
data_keyboard,4,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12567,1396,968,428,0,69.340974,30.659026,0,0.193336,0.19612,0.339613,110.858661,114.221912,1472.177462,2923.690843,-1451.513381,1.054568,2.094334,-1.039766,-153.638971,-0.110057,-10.436172,0.806306,895,0.576923,165,0.423077,121,0.193694,215,0.84434,0.806306,0.824885,0.216563,0.695694,0.902026,0.69341,0.472293,0.527707,0.30659,0.716397,0.69341,0.703333,0.207933,0.704248,0.75629,0.381187,0.69341,0.023,0.009,0.015625,0.015625,15.625,15.625,7475,2176138,243555,91.332378,56.178367,?,?,?,?,?
data_keyboard,4,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12567,1396,963,433,0,68.982808,31.017192,0,0.200843,0.198336,0.336644,112.110811,113.223409,1472.177462,2060.773623,-588.596161,1.054568,1.476199,-0.42163,-147.499798,-0.105659,-10.019159,0.800901,889,0.541958,155,0.458042,131,0.199099,221,0.851533,0.800901,0.825441,0.240673,0.724957,0.915077,0.689828,0.44558,0.55442,0.310172,0.719155,0.689828,0.703067,0.225545,0.730641,0.766126,0.379152,0.689828,0.024,0.008,0.015625,0.015625,15.625,15.625,7475,2176138,243555,92.550143,57.915473,?,?,?,?,?
data_keyboard,5,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12566,1397,957,440,0,68.503937,31.496063,0,0.154179,0.198947,0.343017,112.486178,115.401422,1472.508805,3049.00025,-1576.491445,1.054051,2.182534,-1.128483,-146.954826,-0.105193,-9.979895,0.805581,895,0.629371,180,0.370629,106,0.194419,216,0.832558,0.805581,0.818847,0.168826,0.681982,0.899659,0.685039,0.51408,0.48592,0.314961,0.702245,0.685039,0.693014,0.163602,0.696597,0.752216,0.358185,0.685039,0.023,0.009,0.03125,0,31.25,0,7475,2175965,243728,91.123837,56.979241,?,?,?,?,?
data_keyboard,5,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12566,1397,973,424,0,69.649248,30.350752,0,0.232345,0.198312,0.337924,111.979886,113.520161,1476.163762,2361.578209,-885.414447,1.056667,1.690464,-0.633797,-146.637431,-0.104966,-9.933683,0.797297,885,0.512195,147,0.487805,140,0.202703,225,0.857558,0.797297,0.826331,0.26219,0.72031,0.911604,0.696492,0.421397,0.578603,0.303508,0.730578,0.696492,0.71115,0.251243,0.72748,0.770119,0.409473,0.696492,0.022,0.01,0.03125,0,31.25,0,7475,2175965,243728,92.197566,56.728704,?,?,?,?,?
data_keyboard,5,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12566,1397,958,439,0,68.575519,31.424481,0,0.196432,0.196409,0.337028,110.905189,113.218843,1476.163762,2562.409219,-1086.245457,1.056667,1.834223,-0.777556,-135.632825,-0.097089,-9.188196,0.795495,883,0.547038,157,0.452962,130,0.204505,227,0.849038,0.795495,0.821395,0.230146,0.717861,0.910806,0.685755,0.44951,0.55049,0.314245,0.717702,0.685755,0.70016,0.217748,0.727228,0.763544,0.382896,0.685755,0.022,0.01,0.015625,0.015625,15.625,15.625,7475,2175965,243728,92.34073,56.997137,?,?,?,?,?
data_keyboard,5,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12567,1396,985,411,0,70.558739,29.441261,0,0.24583,0.193563,0.331445,109.413275,111.47492,1472.177462,1961.948232,-489.77077,1.054568,1.405407,-0.350839,-103.84905,-0.07439,-7.054112,0.805405,894,0.51049,146,0.48951,140,0.194595,216,0.859615,0.805405,0.831628,0.273087,0.728656,0.913651,0.705587,0.41971,0.58029,0.294413,0.735656,0.705587,0.718686,0.263159,0.738418,0.770144,0.42057,0.705587,0.027,0.009,0.015625,0.015625,15.625,15.625,7475,2176138,243555,93.624642,57.360315,?,?,?,?,?
data_keyboard,5,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12567,1396,929,467,0,66.547278,33.452722,0,0.186503,0.205178,0.347315,115.97853,116.812335,1472.177462,2323.947139,-851.769677,1.054568,1.664719,-0.61015,-205.606782,-0.147283,-13.966168,0.764865,849,0.527972,151,0.472028,135,0.235135,261,0.849,0.764865,0.804739,0.212104,0.700851,0.906175,0.665473,0.436199,0.563801,0.334527,0.717422,0.665473,0.688129,0.204171,0.710485,0.762754,0.37715,0.665473,0.029,0.01,0.03125,0,31.25,0,7475,2176138,243555,91.117479,57.360315,?,?,?,?,?
data_keyboard,5,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12567,1396,921,475,0,65.974212,34.025788,0,0.151603,0.202003,0.347343,114.183645,116.821765,1472.177462,2782.038885,-1309.861423,1.054568,1.992865,-0.938296,-179.20559,-0.128371,-12.172825,0.767568,852,0.587413,168,0.412587,118,0.232432,258,0.835294,0.767568,0.8,0.163907,0.69021,0.902327,0.659742,0.482819,0.517181,0.340258,0.701226,0.659742,0.677378,0.15917,0.703514,0.75429,0.354223,0.659742,0.029,0.012,0.03125,0,31.25,0,7475,2176138,243555,90.759312,56.070917,?,?,?,?,?
data_keyboard,5,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12567,1396,925,471,0,66.260745,33.739255,0,0.17627,0.207364,0.34839,117.214287,117.173797,1472.177462,3095.915257,-1623.737795,1.054568,2.217704,-1.163136,-227.635669,-0.163063,-15.462516,0.765766,850,0.534965,153,0.465035,133,0.234234,260,0.847458,0.765766,0.804543,0.207126,0.701559,0.906633,0.662607,0.442,0.558,0.337393,0.712612,0.662607,0.684485,0.196367,0.711263,0.756613,0.366832,0.662607,0.024,0.009,0.03125,0,31.25,0,7475,2176138,243555,92.550143,58.739255,?,?,?,?,?
data_keyboard,5,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12567,1396,976,420,0,69.91404,30.08596,0,0.226993,0.190276,0.330248,107.555209,111.072401,1472.177462,3189.740934,-1717.563472,1.054568,2.284915,-1.230346,-66.133994,-0.047374,-4.492257,0.806306,895,0.513986,147,0.486014,139,0.193694,215,0.858925,0.806306,0.831784,0.271186,0.72881,0.914126,0.69914,0.423006,0.576994,0.30086,0.729902,0.69914,0.713092,0.255131,0.738323,0.777176,0.398115,0.69914,0.024,0.01,0.03125,0,31.25,0,7475,2176138,243555,92.979943,57.30659,?,?,?,?,?
data_keyboard,5,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12567,1396,950,446,0,68.051576,31.948424,0,0.173644,0.200455,0.339354,113.308721,114.13503,1472.177462,2379.977615,-907.800153,1.054568,1.704855,-0.650287,-175.086281,-0.12542,-11.893015,0.791892,879,0.587413,168,0.412587,118,0.208108,231,0.839542,0.791892,0.815021,0.190593,0.700318,0.906278,0.680516,0.481748,0.518252,0.319484,0.707884,0.680516,0.692891,0.183675,0.710461,0.764002,0.373197,0.680516,0.023,0.009,0.015625,0.015625,15.625,15.625,7475,2176138,243555,92.908309,57.593123,?,?,?,?,?
data_keyboard,5,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12567,1396,949,447,0,67.979943,32.020057,0,0.16786,0.193819,0.338215,109.557766,113.751644,1472.177462,2177.267291,-705.089828,1.054568,1.559647,-0.505079,-97.857842,-0.070099,-6.64715,0.792793,880,0.597902,171,0.402098,115,0.207207,230,0.837298,0.792793,0.814438,0.182358,0.708007,0.909909,0.679799,0.489626,0.510374,0.320201,0.707117,0.679799,0.691724,0.177019,0.718373,0.766593,0.366733,0.679799,0.027,0.009,0.03125,0,31.25,0,7475,2176138,243555,91.977077,56.393266,?,?,?,?,?
data_keyboard,6,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12566,1397,939,458,0,67.215462,32.784538,0,0.186011,0.20381,0.34276,115.235842,115.315268,1472.508805,2605.027898,-1132.519094,1.054051,1.86473,-0.810679,-192.81176,-0.138018,-13.094099,0.777678,864,0.534965,153,0.465035,133,0.222322,247,0.849558,0.777678,0.81203,0.22008,0.708648,0.90786,0.672155,0.441167,0.558833,0.327845,0.71642,0.672155,0.691376,0.208132,0.719325,0.763036,0.370963,0.672155,0.026,0.01,0.03125,0,31.25,0,7475,2175965,243728,92.913386,57.730852,?,?,?,?,?
data_keyboard,6,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12566,1397,952,445,0,68.146027,31.853973,0,0.169985,0.196282,0.336288,110.833499,112.970524,1476.163762,2050.720779,-574.557017,1.056667,1.467946,-0.411279,-126.742122,-0.090724,-8.585912,0.8,888,0.578397,166,0.421603,121,0.2,222,0.842505,0.8,0.820702,0.208022,0.712465,0.909394,0.68146,0.474235,0.525765,0.31854,0.707526,0.68146,0.69347,0.193681,0.724543,0.764685,0.358433,0.68146,0.022,0.009,0.015625,0.015625,15.625,15.625,7475,2175965,243728,93.128132,57.480315,?,?,?,?,?
data_keyboard,6,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20260319.2012,12566,1397,952,445,0,68.146027,31.853973,0,0.184646,0.197325,0.339425,111.422622,114.024111,1476.163762,2759.759929,-1283.596167,1.056667,1.97549,-0.918823,-144.19715,-0.103219,-9.768371,0.796396,884,0.547038,157,0.452962,130,0.203604,226,0.849183,0.796396,0.821943,0.231193,0.718188,0.912049,0.68146,0.449669,0.550331,0.31854,0.712973,0.68146,0.695437,0.213327,0.725195,0.763379,0.363437,0.68146,0.031,0.01,0.03125,0.015625,31.25,15.625,7475,2175965,243728,92.984968,56.621331,?,?,?,?,?
