@RELATION raw_data_agent

@ATTRIBUTE x_position NUMERIC
@ATTRIBUTE y_position NUMERIC
@ATTRIBUTE x_velocity NUMERIC
@ATTRIBUTE y_velocity NUMERIC
@ATTRIBUTE angle NUMERIC
@ATTRIBUTE angular_velocity NUMERIC
@ATTRIBUTE left_leg_contact NUMERIC
@ATTRIBUTE right_leg_contact NUMERIC
@ATTRIBUTE action {0,1,2,3}
@ATTRIBUTE next_reward NUMERIC

@DATA
0.15254097,0.70364684,-0.100045875,-0.025656616,-0.018461376,-0.025777379,0.0,0.0,1,-0.917812
0.1514493,0.7029854,-0.10985334,-0.029392548,-0.017782394,0.013579717,0.0,0.0,0,0.045779
0.15035763,0.7022265,-0.10985334,-0.033712585,-0.0171034,0.013579726,0.0,0.0,0,0.040309
0.14926596,0.70137066,-0.10985334,-0.03803263,-0.016424417,0.013579728,0.0,0.0,0,0.035368
0.14817429,0.70041764,-0.10985334,-0.042352665,-0.01574544,0.013579729,0.0,0.0,0,0.030984
0.14708272,0.69936734,-0.10985333,-0.046672706,-0.015066445,0.013579723,0.0,0.0,0,0.027146
0.14599104,0.69821995,-0.10985333,-0.050992746,-0.014387453,0.013579696,0.0,0.0,2,1.227981
0.14493056,0.6981282,-0.1068329,-0.004068327,-0.013614955,0.015449884,0.0,0.0,0,0.092099
0.14387007,0.6979393,-0.1068329,-0.008388379,-0.012842465,0.015449892,0.0,0.0,0,0.084173
0.14280958,0.6976532,-0.1068329,-0.012708428,-0.012069968,0.015449904,0.0,0.0,0,0.076457
0.1417491,0.6972699,-0.1068329,-0.017028479,-0.011297478,0.015449922,0.0,0.0,0,0.069031
0.14068861,0.69678956,-0.1068329,-0.021348529,-0.01052498,0.015449924,0.0,0.0,0,0.061975
0.13962813,0.69621193,-0.1068329,-0.025668578,-0.009752487,0.015449939,0.0,0.0,0,0.055340
0.13856764,0.69553703,-0.1068329,-0.029988624,-0.008979999,0.015449941,0.0,0.0,0,0.049165
0.13750716,0.694765,-0.1068329,-0.034308676,-0.008207506,0.015449919,0.0,0.0,0,0.043509
0.13644667,0.69389576,-0.1068329,-0.038628723,-0.00743502,0.015449913,0.0,0.0,0,0.038423
0.13538618,0.6929293,-0.1068329,-0.042948775,-0.0066625234,0.015449914,0.0,0.0,0,0.033901
0.1343257,0.69186574,-0.1068329,-0.047268827,-0.005890035,0.015449914,0.0,0.0,3,0.731547
0.13335057,0.6907019,-0.09612671,-0.051733516,-0.0072618993,-0.027437255,0.0,0.0,2,1.562738
0.13248435,0.69005245,-0.08572813,-0.028862776,-0.008143205,-0.017625844,0.0,0.0,0,-0.145493
0.13161811,0.68930596,-0.085728124,-0.03318284,-0.0090245,-0.01762581,0.0,0.0,0,-0.153663
0.130752,0.68846226,-0.085728124,-0.037502903,-0.009905779,-0.017625807,0.0,0.0,0,-0.160927
0.12988576,0.6875214,-0.085728124,-0.041822974,-0.010787077,-0.01762579,0.0,0.0,0,-0.167238
0.12901965,0.6864833,-0.085728124,-0.046143044,-0.011668375,-0.0176258,0.0,0.0,0,-0.172615
0.12815341,0.68534803,-0.085728124,-0.050463114,-0.012549671,-0.017625798,0.0,0.0,2,2.284773
0.12742443,0.6855672,-0.072595194,0.009743073,-0.012851841,-0.0060434407,0.0,0.0,1,-0.901288
0.12660627,0.68568176,-0.08377501,0.0051035513,-0.01091685,0.038699917,0.0,0.0,0,0.221769
0.12578821,0.6856991,-0.08377501,0.00078323745,-0.0089818565,0.038699914,0.0,0.0,0,0.208968
0.124970056,0.6856193,-0.08377503,-0.0035370768,-0.007046875,0.038699903,0.0,0.0,0,0.196230
0.12415199,0.6854423,-0.08377503,-0.007857391,-0.005111888,0.038699884,0.0,0.0,0,0.183728
0.12333393,0.6851682,-0.08377503,-0.012177703,-0.0031769031,0.038699858,0.0,0.0,0,0.171630
0.122515775,0.684797,-0.08377503,-0.016498016,-0.0012419117,0.038699854,0.0,0.0,0,0.021466
0.12169771,0.6843287,-0.08377503,-0.020818328,0.0006930635,0.03869984,0.0,0.0,0,-0.237769
0.12087955,0.683763,-0.083775036,-0.025138643,0.002628052,0.03869982,0.0,0.0,0,-0.247859
0.120061494,0.6831004,-0.083775036,-0.029458957,0.0045630317,0.03869981,0.0,0.0,0,-0.257045
0.11924334,0.68234056,-0.083775036,-0.033779267,0.0064980206,0.038699795,0.0,0.0,0,-0.265299
0.11842527,0.6814834,-0.083775036,-0.038099583,0.008433,0.038699772,0.0,0.0,0,-0.272607
0.11760712,0.68052924,-0.083775036,-0.0424199,0.010367983,0.038699754,0.0,0.0,0,-0.278917
0.11678906,0.67947793,-0.083775036,-0.046740215,0.012302968,0.038699754,0.0,0.0,3,0.682607
0.11604881,0.6783218,-0.07400137,-0.051382713,0.0122823,-0.0004137461,0.0,0.0,2,2.791898
0.11547184,0.6783234,-0.058484666,6.593323e-05,0.013065118,0.01565616,0.0,0.0,0,-0.074648
0.11489487,0.67822784,-0.058484662,-0.0042541185,0.013847936,0.015656147,0.0,0.0,0,-0.096720
0.114317894,0.67803496,-0.058484666,-0.00857417,0.014630758,0.015656132,0.0,0.0,0,-0.118054
0.11374092,0.67774504,-0.058484674,-0.012894222,0.015413575,0.015656143,0.0,0.0,0,-0.138201
0.11316395,0.6773579,-0.05848468,-0.017214272,0.016196387,0.015656117,0.0,0.0,0,-0.156794
0.11258707,0.67687356,-0.05848468,-0.021534322,0.016979208,0.01565614,0.0,0.0,0,-0.173588
0.1120101,0.6762919,-0.058484674,-0.025854373,0.01776203,0.015656134,0.0,0.0,0,-0.188461
0.111433126,0.6756133,-0.05848468,-0.030174423,0.018544849,0.015656132,0.0,0.0,0,-0.201291
0.11085615,0.67483735,-0.058484674,-0.03449448,0.01932767,0.015656125,0.0,0.0,0,-0.212117
0.11027918,0.6739642,-0.058484674,-0.03881453,0.020110479,0.015656129,0.0,0.0,0,-0.221039
0.10970221,0.672994,-0.058484674,-0.04313458,0.020893293,0.01565611,0.0,0.0,0,-0.228107
0.109125234,0.67192656,-0.058484666,-0.047454637,0.021676108,0.015656095,0.0,0.0,0,-0.233483
0.10854836,0.6707618,-0.058484662,-0.051774688,0.022458922,0.015656088,0.0,0.0,2,2.044986
0.10803862,0.67100644,-0.052183695,0.010853764,0.023657681,0.023975225,0.0,0.0,0,-0.055432
0.10752888,0.6711541,-0.052183688,0.006533643,0.024856444,0.023975205,0.0,0.0,0,-0.080737
0.10701914,0.67120427,-0.05218368,0.0022135226,0.026055196,0.02397521,0.0,0.0,0,-0.106795
0.10650949,0.67115736,-0.05218368,-0.0021065983,0.027253969,0.023975229,0.0,0.0,0,-0.132853
0.10599975,0.6710133,-0.05218368,-0.006426719,0.02845274,0.02397522,0.0,0.0,0,-0.158189
0.105490014,0.670772,-0.052183677,-0.01074684,0.02965151,0.023975208,0.0,0.0,0,-0.182185
0.10498037,0.6704335,-0.052183677,-0.015066962,0.030850258,0.023975218,0.0,0.0,0,-0.204304
0.10447063,0.66999793,-0.052183677,-0.019387083,0.032049023,0.023975216,0.0,0.0,0,-0.224163
0.103960894,0.66946507,-0.052183677,-0.023707202,0.03324779,0.02397521,0.0,0.0,0,-0.241589
0.103451155,0.6688352,-0.05218367,-0.02802732,0.03444656,0.023975212,0.0,0.0,0,-0.256443
0.10294151,0.6681079,-0.052183665,-0.032347437,0.035645314,0.023975221,0.0,0.0,0,-0.268850
0.102431774,0.6672837,-0.052183658,-0.03666756,0.03684408,0.02397524,0.0,0.0,0,-0.278861
0.101922035,0.66636217,-0.05218365,-0.040987678,0.038042843,0.023975242,0.0,0.0,0,-0.286678
0.10141239,0.66534334,-0.052183647,-0.045307804,0.039241616,0.023975238,0.0,0.0,0,-0.292519
0.100902654,0.66422755,-0.05218364,-0.049627922,0.04044037,0.02397524,0.0,0.0,0,-0.296544
0.100392915,0.6630145,-0.052183636,-0.053948045,0.04163913,0.023975251,0.0,0.0,2,0.163737
0.09969787,0.66300446,-0.07002182,-0.00045857875,0.04214884,0.010193934,0.0,0.0,3,0.962046
0.099071786,0.66290563,-0.061367113,-0.004363572,0.040920224,-0.02457226,0.0,0.0,3,1.007814
0.09850826,0.66270894,-0.053523332,-0.008663609,0.038121793,-0.055968516,0.0,0.0,0,0.231584
0.09794474,0.6624152,-0.05352329,-0.012984264,0.035323367,-0.05596847,0.0,0.0,0,0.209178
0.097381115,0.66202444,-0.053523254,-0.01730492,0.032524943,-0.055968434,0.0,0.0,0,0.188713
0.09681759,0.66153663,-0.053523224,-0.021625575,0.029726518,-0.05596838,0.0,0.0,0,0.170514
0.096254066,0.66095155,-0.05352319,-0.02594623,0.026928106,-0.055968337,0.0,0.0,0,0.154668
0.09569053,0.66026944,-0.053523164,-0.030266885,0.024129681,-0.055968292,0.0,0.0,0,0.141239
0.09512701,0.6594903,-0.053523142,-0.034587543,0.021331266,-0.055968244,0.0,0.0,0,0.130147
0.094563484,0.6586139,-0.053523116,-0.0389082,0.018532852,-0.055968188,0.0,0.0,0,0.121247
0.09399986,0.65764064,-0.053523105,-0.04322886,0.015734443,-0.055968147,0.0,0.0,0,0.114400
0.09343634,0.65657014,-0.053523086,-0.04754952,0.01293603,-0.0559681,0.0,0.0,0,0.109401
0.09287281,0.6554026,-0.053523075,-0.051870175,0.010137626,-0.055968057,0.0,0.0,2,2.841099
0.09245539,0.6548855,-0.03961342,-0.022970257,0.0080391355,-0.04196988,0.0,0.0,1,-0.908935
0.09196901,0.65426373,-0.048279382,-0.027629444,0.007677097,-0.007240622,0.0,0.0,0,-0.112579
0.09148254,0.6535449,-0.048279375,-0.031949453,0.007315053,-0.007240637,0.0,0.0,0,-0.125390
0.09099617,0.6527287,-0.04827937,-0.03626947,0.006953015,-0.0072406433,0.0,0.0,0,-0.135578
0.0905097,0.6518154,-0.048279375,-0.040589478,0.006590964,-0.007240636,0.0,0.0,0,-0.143320
0.090023324,0.65080494,-0.04827937,-0.044909496,0.006228922,-0.0072406395,0.0,0.0,0,-0.148912
0.08953686,0.64969724,-0.04827937,-0.049229514,0.0058669015,-0.0072406447,0.0,0.0,0,-0.152568
0.08905049,0.6484922,-0.04827937,-0.05354953,0.0055048726,-0.0072406456,0.0,0.0,2,2.078342
0.08857556,0.64819926,-0.047199443,-0.013021498,0.0052137333,-0.005822687,0.0,0.0,0,-0.057968
0.08810063,0.64780897,-0.04719944,-0.017341504,0.004922599,-0.0058227074,0.0,0.0,0,-0.081044
0.0876257,0.64732164,-0.047199436,-0.021661513,0.00463146,-0.0058226874,0.0,0.0,0,-0.101107
0.08715077,0.646737,-0.04719944,-0.025981516,0.0043403287,-0.005822704,0.0,0.0,0,-0.118093
0.08667584,0.64605516,-0.047199436,-0.030301522,0.004049193,-0.005822723,0.0,0.0,0,-0.132051
0.08620091,0.6452761,-0.047199436,-0.034621526,0.0037580573,-0.005822651,0.0,0.0,0,-0.143194
0.08572598,0.64439994,-0.047199436,-0.038941536,0.003466918,-0.005822643,0.0,0.0,0,-0.151753
0.08525105,0.6434266,-0.047199436,-0.043261543,0.003175773,-0.005822643,0.0,0.0,0,-0.157991
0.08477612,0.64235604,-0.04719943,-0.047581553,0.0028846264,-0.0058226497,0.0,0.0,0,-0.162213
0.08430128,0.6411883,-0.047199436,-0.051901564,0.0025934954,-0.0058226185,0.0,0.0,2,0.234394
0.08364735,0.6414947,-0.06426936,0.013618916,0.0014879938,-0.022110011,0.0,0.0,0,0.174005
0.08299351,0.641704,-0.06426936,0.009298814,0.00038249278,-0.02210998,0.0,0.0,0,0.010861
0.08233957,0.641816,-0.06426936,0.0049787117,-0.0007230026,-0.022109998,0.0,0.0,0,-0.084821
0.08168574,0.64183086,-0.06426936,0.0006586093,-0.0018285058,-0.022109987,0.0,0.0,0,-0.104236
0.0810318,0.6417485,-0.06426936,-0.003661493,-0.0029340098,-0.022109982,0.0,0.0,0,-0.123543
0.08037796,0.6415691,-0.06426936,-0.007981596,-0.0040395143,-0.022109969,0.0,0.0,0,-0.142285
0.07972403,0.6412923,-0.06426936,-0.012301698,-0.005145009,-0.02210997,0.0,0.0,0,-0.160210
0.07907019,0.6409185,-0.064269364,-0.016621802,-0.006250519,-0.022109974,0.0,0.0,0,-0.176943
0.07841635,0.64044744,-0.06426937,-0.020941904,-0.0073560313,-0.022109985,0.0,0.0,0,-0.192301
0.07776241,0.6398792,-0.06426938,-0.025262004,-0.00846154,-0.022109963,0.0,0.0,0,-0.206098
0.07710858,0.63921374,-0.06426938,-0.029582106,-0.009567045,-0.022109965,0.0,0.0,0,-0.218267
0.07645464,0.63845116,-0.06426938,-0.033902206,-0.010672548,-0.022109963,0.0,0.0,0,-0.228752
0.0758008,0.6375913,-0.06426938,-0.03822231,-0.011778041,-0.022109967,0.0,0.0,0,-0.237608
0.07514687,0.6366344,-0.06426938,-0.04254241,-0.0128835365,-0.022109937,0.0,0.0,0,-0.244823
0.07449303,0.6355801,-0.06426938,-0.046862517,-0.013989036,-0.022109944,0.0,0.0,0,-0.250560
0.07383919,0.63442886,-0.06426938,-0.05118262,-0.015094534,-0.02210994,0.0,0.0,2,1.485750
0.073210336,0.63408625,-0.061833106,-0.015241612,-0.016125556,-0.020620558,0.0,0.0,0,-0.169177
0.072581574,0.6336462,-0.061833113,-0.019561702,-0.017156579,-0.020620544,0.0,0.0,0,-0.185734
0.07195272,0.6331092,-0.061833113,-0.02388179,-0.0181876,-0.020620521,0.0,0.0,0,-0.200612
0.07132397,0.6324749,-0.061833125,-0.028201878,-0.019218626,-0.020620497,0.0,0.0,0,-0.213734
0.07069512,0.6317435,-0.061833125,-0.032521967,-0.020249642,-0.020620503,0.0,0.0,0,-0.225054
0.070066355,0.6309149,-0.061833125,-0.036842056,-0.021280663,-0.020620517,0.0,0.0,0,-0.234572
0.069437504,0.6299891,-0.061833125,-0.041162144,-0.022311697,-0.020620544,0.0,0.0,0,-0.242376
0.06880875,0.62896615,-0.061833125,-0.045482233,-0.023342712,-0.020620544,0.0,0.0,0,-0.248534
0.06817989,0.62784594,-0.061833125,-0.049802326,-0.024373733,-0.020620544,0.0,0.0,0,-0.253186
0.067551136,0.6266286,-0.061833125,-0.054122422,-0.025404759,-0.020620527,0.0,0.0,2,2.492320
0.06705389,0.62611145,-0.049230494,-0.022988565,-0.025889507,-0.009694686,0.0,0.0,0,-0.178536
0.06655674,0.6254973,-0.049230494,-0.027308587,-0.026374232,-0.009694696,0.0,0.0,0,-0.194234
0.06605949,0.6247858,-0.049230494,-0.031628605,-0.026858978,-0.009694699,0.0,0.0,0,-0.207193
0.065562345,0.6239771,-0.049230497,-0.03594863,-0.027343715,-0.0096947085,0.0,0.0,0,-0.217544
0.0650651,0.6230713,-0.0492305,-0.040268656,-0.02782845,-0.0096947085,0.0,0.0,0,-0.225495
0.064567946,0.6220682,-0.0492305,-0.044588674,-0.02831318,-0.009694732,0.0,0.0,0,-0.231313
0.0640707,0.62096804,-0.0492305,-0.0489087,-0.028797917,-0.009694739,0.0,0.0,0,-0.235216
0.063573554,0.6197705,-0.049230505,-0.05322872,-0.029282663,-0.009694735,0.0,0.0,2,1.719430
0.06310377,0.6192257,-0.04654582,-0.02423078,-0.029707776,-0.00850233,0.0,0.0,1,-0.940000
0.062549874,0.61857593,-0.057088803,-0.02883917,-0.028025713,0.033641346,0.0,0.0,0,0.041983
0.06199608,0.6178292,-0.057088822,-0.033159405,-0.026343651,0.033641364,0.0,0.0,0,0.030483
0.06144228,0.6169852,-0.05708883,-0.03747964,-0.02466158,0.033641346,0.0,0.0,0,0.021004
0.060888387,0.61604404,-0.05708884,-0.041799877,-0.022979533,0.033641342,0.0,0.0,0,0.013453
0.060334586,0.6150058,-0.057088852,-0.04612012,-0.021297462,0.03364133,0.0,0.0,0,0.007702
0.059780695,0.61387026,-0.05708886,-0.050440356,-0.0196154,0.033641335,0.0,0.0,2,0.299694
0.059097957,0.6142087,-0.06928672,0.015053271,-0.018624088,0.019826395,0.0,0.0,3,0.885680
0.058490656,0.6144376,-0.059809417,0.010158235,-0.019534474,-0.018207733,0.0,0.0,0,-0.041191
0.05788336,0.6145692,-0.059809417,0.0058381655,-0.020444864,-0.018207727,0.0,0.0,0,-0.062308
0.057276152,0.6146037,-0.059809417,0.0015180961,-0.021355256,-0.01820773,0.0,0.0,0,-0.083813
0.056668855,0.6145409,-0.059809417,-0.0028019738,-0.022265645,-0.018207725,0.0,0.0,0,-0.105262
0.056061555,0.61438096,-0.059809417,-0.007122044,-0.02317605,-0.018207729,0.0,0.0,0,-0.126159
0.05545435,0.6141239,-0.059809417,-0.011442112,-0.024086436,-0.018207734,0.0,0.0,0,-0.146060
0.05484705,0.61376953,-0.059809417,-0.015762182,-0.024996828,-0.018207718,0.0,0.0,0,-0.164616
0.05423975,0.6133179,-0.059809417,-0.020082252,-0.025907224,-0.018207725,0.0,0.0,0,-0.181574
0.053632546,0.6127693,-0.059809417,-0.024402319,-0.026817614,-0.01820771,0.0,0.0,0,-0.196693
0.053025246,0.6121234,-0.059809417,-0.028722385,-0.027728004,-0.01820771,0.0,0.0,0,-0.209907
0.052417945,0.6113803,-0.059809424,-0.033042453,-0.028638396,-0.018207723,0.0,0.0,0,-0.221206
0.05181074,0.61054003,-0.059809424,-0.037362523,-0.029548787,-0.018207682,0.0,0.0,0,-0.230619
0.05120344,0.60960263,-0.059809428,-0.0416826,-0.030459192,-0.01820769,0.0,0.0,0,-0.238206
0.05059614,0.6085679,-0.059809428,-0.04600267,-0.03136956,-0.018207688,0.0,0.0,0,-0.244126
0.049988937,0.6074361,-0.059809435,-0.050322738,-0.032279965,-0.01820768,0.0,0.0,0,-0.248464
0.049381636,0.606207,-0.05980944,-0.054642815,-0.033190362,-0.01820765,0.0,0.0,0,-0.251397
0.04877434,0.60488087,-0.059809446,-0.058962885,-0.034100745,-0.018207645,0.0,0.0,0,-0.253022
0.04816713,0.6034574,-0.059809446,-0.06328296,-0.035011128,-0.01820764,0.0,0.0,0,-0.253496
0.047559835,0.60193676,-0.059809446,-0.06760303,-0.03592153,-0.018207632,0.0,0.0,0,-0.252936
0.046952534,0.600319,-0.059809446,-0.07192311,-0.036831908,-0.018207626,0.0,0.0,0,-0.251450
0.04634533,0.598604,-0.059809446,-0.07624318,-0.0377423,-0.018207625,0.0,0.0,0,-0.249131
0.04573803,0.5967918,-0.059809458,-0.08056324,-0.038652685,-0.018207632,0.0,0.0,0,-0.246105
0.04513073,0.5948825,-0.059809458,-0.08488331,-0.039563067,-0.018207619,0.0,0.0,0,-0.242411
0.044523526,0.5928759,-0.059809458,-0.08920338,-0.040473457,-0.018207608,0.0,0.0,0,-0.238153
0.043916225,0.5907722,-0.059809465,-0.09352346,-0.041383836,-0.018207584,0.0,0.0,0,-0.233378
0.043308925,0.5885713,-0.059809465,-0.09784353,-0.04229423,-0.018207576,0.0,0.0,0,-0.228155
0.04270172,0.58627325,-0.059809476,-0.10216359,-0.043204613,-0.01820759,0.0,0.0,0,-0.222512
0.04209442,0.5838779,-0.059809484,-0.10648366,-0.044115,-0.018207556,0.0,0.0,0,-0.216525
0.041487217,0.5813855,-0.059809495,-0.11080373,-0.045025386,-0.018207554,0.0,0.0,0,-0.210205
0.040879916,0.57879585,-0.059809495,-0.1151238,-0.045935757,-0.018207561,0.0,0.0,0,-0.203594
0.040272616,0.5761089,-0.059809506,-0.11944387,-0.04684615,-0.018207546,0.0,0.0,0,-0.196745
0.039665412,0.5733249,-0.059809517,-0.12376394,-0.04775654,-0.018207554,0.0,0.0,0,-0.189641
0.03905811,0.57044363,-0.05980953,-0.12808402,-0.048666924,-0.018207563,0.0,0.0,0,-0.182339
0.038450908,0.5674652,-0.059809543,-0.13240409,-0.04957731,-0.018207546,0.0,0.0,0,-0.174853
0.037843607,0.5643896,-0.059809554,-0.13672416,-0.050487697,-0.018207569,0.0,0.0,0,-0.167193
0.03723631,0.5612168,-0.059809558,-0.14104421,-0.05139809,-0.018207561,0.0,0.0,0,-0.159379
0.036629103,0.55794674,-0.059809573,-0.14536428,-0.05230847,-0.018207556,0.0,0.0,0,-0.151427
0.036021806,0.55457956,-0.059809584,-0.14968435,-0.05321886,-0.018207552,0.0,0.0,0,-0.143356
0.0354146,0.5511152,-0.059809595,-0.15400441,-0.054129247,-0.018207537,0.0,0.0,0,-0.135155
0.034807302,0.5475536,-0.059809603,-0.1583245,-0.055039614,-0.018207524,0.0,0.0,0,-0.126865
0.034200095,0.5438948,-0.059809603,-0.16264457,-0.055949997,-0.018207535,0.0,0.0,0,-0.118473
0.033592798,0.5401389,-0.059809603,-0.16696462,-0.05686038,-0.018207546,0.0,0.0,0,-0.109995
0.03298559,0.53628576,-0.059809607,-0.17128469,-0.057770766,-0.018207554,0.0,0.0,0,-0.101443
0.032378294,0.53233546,-0.059809614,-0.17560476,-0.058681153,-0.018207546,0.0,0.0,0,-0.092818
0.031770993,0.52828807,-0.059809614,-0.17992482,-0.05959154,-0.018207554,0.0,0.0,0,-0.084117
0.031163787,0.52414334,-0.059809625,-0.1842449,-0.06050194,-0.018207557,0.0,0.0,0,-0.075359
0.030556489,0.5199015,-0.059809636,-0.18856496,-0.061412323,-0.018207546,0.0,0.0,0,-0.066544
0.029949283,0.5155625,-0.059809644,-0.19288501,-0.062322713,-0.01820755,0.0,0.0,0,-0.057675
0.029341985,0.5111263,-0.059809655,-0.1972051,-0.06323309,-0.018207535,0.0,0.0,0,-0.048758
0.028734779,0.5065928,-0.059809662,-0.20152517,-0.06414348,-0.018207531,0.0,0.0,0,-0.039803
0.02812748,0.50196224,-0.059809662,-0.20584525,-0.06505386,-0.018207531,0.0,0.0,0,-0.030793
0.027520275,0.49723443,-0.059809666,-0.2101653,-0.06596425,-0.018207517,0.0,0.0,0,-0.021757
0.026912976,0.49240947,-0.059809677,-0.21448539,-0.06687462,-0.018207533,0.0,0.0,0,-0.012679
0.026305676,0.4874873,-0.059809692,-0.21880546,-0.067785,-0.018207517,0.0,0.0,0,-0.003574
0.02569828,0.48246798,-0.059809703,-0.22312552,-0.068695374,-0.018207517,0.0,0.0,0,0.005572
0.025090981,0.4773514,-0.059809715,-0.2274456,-0.069605745,-0.018207518,0.0,0.0,0,0.014744
0.024483586,0.4721376,-0.059809726,-0.23176567,-0.07051612,-0.018207515,0.0,0.0,0,0.023933
0.023876285,0.46682668,-0.059809737,-0.23608573,-0.07142649,-0.018207485,0.0,0.0,0,0.033156
0.02326889,0.46141857,-0.059809737,-0.2404058,-0.07233685,-0.0182075,0.0,0.0,0,0.042400
0.022661591,0.45591325,-0.05980975,-0.24472588,-0.07324721,-0.018207463,0.0,0.0,0,0.051664
0.02205429,0.4503107,-0.059809756,-0.24904595,-0.07415759,-0.018207442,0.0,0.0,0,0.060949
0.021446895,0.44461107,-0.059809756,-0.25336602,-0.07506794,-0.018207429,0.0,0.0,0,0.070257
0.020839596,0.43881413,-0.059809767,-0.2576861,-0.07597832,-0.018207433,0.0,0.0,0,0.079578
0.0202322,0.43292007,-0.05980978,-0.2620062,-0.076888666,-0.018207375,0.0,0.0,0,0.088918
0.0196249,0.4269288,-0.059809793,-0.26632625,-0.07779903,-0.01820733,0.0,0.0,0,0.098274
0.019017506,0.42084032,-0.059809797,-0.27064636,-0.07870937,-0.0182073,0.0,0.0,0,0.107651
0.018410206,0.41465464,-0.05980981,-0.27496636,-0.07961973,-0.01820731,0.0,0.0,0,0.117021
0.017802905,0.40837184,-0.059809823,-0.27928644,-0.08053009,-0.018207321,0.0,0.0,0,0.126424
0.017195512,0.40199184,-0.059809834,-0.2836065,-0.08144044,-0.018207338,0.0,0.0,0,0.135839
0.016588211,0.39551455,-0.059809845,-0.28792655,-0.082350805,-0.018207354,0.0,0.0,0,0.145253
0.01598091,0.38894013,-0.059809856,-0.2922466,-0.08326118,-0.01820736,0.0,0.0,0,0.154679
0.015373516,0.38226858,-0.05980987,-0.29656664,-0.08417153,-0.018207358,0.0,0.0,2,3.709324
0.0147508625,0.3764195,-0.061030842,-0.2600283,-0.08539053,-0.024379866,0.0,0.0,0,0.053925
0.014128208,0.37047324,-0.061030857,-0.26434845,-0.08660953,-0.024379916,0.0,0.0,0,0.063251
0.013505554,0.36442974,-0.061030876,-0.2686686,-0.08782851,-0.024379935,0.0,0.0,0,0.072588
0.0128829,0.35828912,-0.061030895,-0.27298868,-0.08904748,-0.02437949,0.0,0.0,0,0.081934
0.012260246,0.35205132,-0.061030913,-0.27730882,-0.090266444,-0.024379468,0.0,0.0,2,5.403034
0.011637116,0.34705418,-0.060708947,-0.22219342,-0.09185916,-0.03185438,0.0,0.0,0,-0.065087
0.01101389,0.34195983,-0.06070898,-0.22651362,-0.09345187,-0.03185439,0.0,0.0,0,-0.055974
0.0103907585,0.3367684,-0.060709007,-0.23083383,-0.09504458,-0.03185437,0.0,0.0,0,-0.046835
0.009767532,0.3314798,-0.06070904,-0.23515405,-0.0966373,-0.031854354,0.0,0.0,0,-0.037666
0.009144401,0.32609397,-0.060709078,-0.23947427,-0.09823001,-0.031854328,0.0,0.0,0,-0.028472
0.008521271,0.32061097,-0.06070911,-0.24379447,-0.09982272,-0.03185433,0.0,0.0,0,-0.019270
0.007898045,0.3150308,-0.06070914,-0.24811469,-0.10141545,-0.03185432,0.0,0.0,0,-0.010044
0.0072749136,0.30935356,-0.060709167,-0.2524349,-0.103008166,-0.031854287,0.0,0.0,0,-0.000797
0.006651783,0.3035791,-0.060709197,-0.25675514,-0.10460087,-0.031854276,0.0,0.0,1,-0.031369
0.0059516905,0.29771176,-0.07035499,-0.2607456,-0.1042595,0.0068273647,0.0,0.0,2,6.374513
0.0053129196,0.29326046,-0.064012006,-0.19782852,-0.10412055,0.0027789169,0.0,0.0,0,0.058341
0.0046742437,0.2887119,-0.064012006,-0.20214851,-0.1039816,0.0027789236,0.0,0.0,0,0.067146
0.0040355683,0.2840662,-0.064012006,-0.20646852,-0.10384265,0.0027789674,0.0,0.0,0,0.075993
0.0033967972,0.27932325,-0.06401201,-0.21078852,-0.10370371,0.0027789644,0.0,0.0,0,0.084876
0.0027581216,0.2744831,-0.06401202,-0.21510853,-0.10356476,0.002778918,0.0,0.0,0,0.093792
0.0021194457,0.2695458,-0.06401201,-0.21942852,-0.10342582,0.0027789255,0.0,0.0,0,0.102740
0.0014807701,0.26451123,-0.06401201,-0.22374852,-0.10328687,0.0027789264,0.0,0.0,0,0.111712
0.0008419991,0.2593795,-0.06401202,-0.22806853,-0.10314792,0.002778926,0.0,0.0,0,0.120706
0.00020332336,0.25415054,-0.06401203,-0.23238853,-0.10300898,0.0027789685,0.0,0.0,2,2.349519
-0.00054073334,0.24952169,-0.07383407,-0.20576431,-0.10357542,-0.011328838,0.0,0.0,0,0.008586
-0.00128479,0.24479564,-0.07383407,-0.21008435,-0.10414187,-0.011328865,0.0,0.0,0,0.017136
-0.0020288466,0.23997246,-0.07383407,-0.21440437,-0.104708314,-0.011328862,0.0,0.0,0,0.025725
-0.0027729035,0.23505206,-0.07383408,-0.21872441,-0.10527476,-0.011328841,0.0,0.0,2,2.081660
-0.0035339356,0.23062757,-0.075266406,-0.19670235,-0.106111534,-0.016735423,0.0,0.0,0,-0.036921
-0.0042949677,0.22610594,-0.07526642,-0.20102243,-0.106948316,-0.01673545,0.0,0.0,0,-0.028590
-0.0050560953,0.2214871,-0.075266436,-0.20534252,-0.10778509,-0.01673546,0.0,0.0,0,-0.020227
-0.0058171274,0.21677114,-0.075266436,-0.20966257,-0.10862187,-0.016735492,0.0,0.0,2,4.589919
-0.006483078,0.21308127,-0.06581561,-0.16404893,-0.109396145,-0.015485424,0.0,0.0,0,-0.102735
-0.0071490286,0.20929427,-0.06581563,-0.16836901,-0.110170424,-0.015485415,0.0,0.0,0,-0.094697
-0.007814884,0.20541015,-0.065815635,-0.17268905,-0.11094471,-0.015485419,0.0,0.0,0,-0.086580
