@RELATION raw_data_agent

@ATTRIBUTE x_position NUMERIC
@ATTRIBUTE y_position NUMERIC
@ATTRIBUTE x_velocity NUMERIC
@ATTRIBUTE y_velocity NUMERIC
@ATTRIBUTE angle NUMERIC
@ATTRIBUTE angular_velocity NUMERIC
@ATTRIBUTE left_leg_contact NUMERIC
@ATTRIBUTE right_leg_contact NUMERIC
@ATTRIBUTE action {0,1,2,3}
@ATTRIBUTE next_reward NUMERIC

@DATA
-0.055683613,1.4483559,-0.034610115,-0.027411023,-0.116345145,0.0564148,0.0,0.0,0,0.072186
-0.056001376,1.4476371,-0.03461023,-0.031731684,-0.1135244,0.056414783,0.0,0.0,0,0.060239
-0.056319047,1.446821,-0.034610342,-0.036052343,-0.11070368,0.056414776,0.0,0.0,0,0.051956
-0.056636713,1.445908,-0.034610454,-0.040373005,-0.10788293,0.056414764,0.0,0.0,0,0.046737
-0.056954384,1.4448977,-0.034610562,-0.044693667,-0.105062194,0.056414746,0.0,0.0,0,0.044001
-0.057272054,1.4437904,-0.034610666,-0.049014334,-0.102241464,0.056414723,0.0,0.0,0,0.043315
-0.05758972,1.4425862,-0.034610767,-0.053335004,-0.09942073,0.056414682,0.0,0.0,2,2.515471
-0.05789261,1.4421343,-0.032943264,-0.0199132,-0.09679223,0.05257023,0.0,0.0,0,0.076245
-0.058195494,1.4415851,-0.03294335,-0.024233771,-0.09416371,0.052570183,0.0,0.0,0,0.056247
-0.058498383,1.440939,-0.032943435,-0.028554346,-0.09153521,0.052570153,0.0,0.0,0,0.041428
-0.05880127,1.4401956,-0.03294351,-0.032874923,-0.088906705,0.052570134,0.0,0.0,0,0.030950
-0.059104156,1.4393554,-0.032943584,-0.0371955,-0.08627821,0.052570093,0.0,0.0,3,0.269589
-0.05934143,1.4384124,-0.024711903,-0.041846715,-0.08530286,0.019507093,0.0,0.0,0,-0.176135
-0.05957861,1.4373724,-0.024711912,-0.046166793,-0.08432752,0.019507084,0.0,0.0,0,-0.174412
-0.059815884,1.4362354,-0.024711922,-0.050486874,-0.08335217,0.019507093,0.0,0.0,2,4.348792
-0.059836768,1.4364686,-0.003699407,0.010449155,-0.08175606,0.031922046,0.0,0.0,0,0.538525
-0.059857655,1.4366045,-0.0036994335,0.006128942,-0.08015996,0.03192205,0.0,0.0,0,0.459758
-0.05987854,1.4366431,-0.0036994596,0.0018087291,-0.07856386,0.03192206,0.0,0.0,0,0.130006
-0.059899427,1.4365847,-0.0036994852,-0.0025114836,-0.07696775,0.031922057,0.0,0.0,0,-0.154690
-0.05992031,1.436429,-0.0036995101,-0.006831697,-0.07537165,0.03192203,0.0,0.0,0,-0.213283
-0.059941195,1.4361764,-0.0036995343,-0.01115191,-0.07377555,0.031922035,0.0,0.0,0,-0.221377
-0.059962083,1.4358264,-0.0036995586,-0.015472121,-0.07217946,0.031922005,0.0,0.0,0,-0.218498
-0.059982967,1.4353794,-0.0036995814,-0.019792335,-0.07058336,0.031922016,0.0,0.0,0,-0.212053
-0.060003854,1.4348351,-0.003699604,-0.024112547,-0.068987265,0.031922,0.0,0.0,0,-0.204177
-0.06002464,1.4341937,-0.0036996263,-0.02843276,-0.06739117,0.031922013,0.0,0.0,0,-0.195566
-0.06004553,1.4334552,-0.0036996484,-0.032752972,-0.06579507,0.031921998,0.0,0.0,0,-0.186586
-0.060066413,1.4326195,-0.0036996696,-0.037073184,-0.064198956,0.031921994,0.0,0.0,0,-0.177370
-0.0600873,1.4316865,-0.0036996906,-0.041393396,-0.06260286,0.031921975,0.0,0.0,0,-0.168024
-0.060108185,1.4306564,-0.0036997106,-0.045713607,-0.061006762,0.031921986,0.0,0.0,0,-0.158588
-0.060128976,1.4295292,-0.0036997306,-0.050033823,-0.059410665,0.03192197,0.0,0.0,2,3.640724
-0.060173225,1.4297597,-0.005659237,0.010300323,-0.058188993,0.024433468,0.0,0.0,0,0.460546
-0.06021738,1.4298934,-0.005659248,0.0059801987,-0.05696732,0.024433443,0.0,0.0,0,0.351924
-0.06026163,1.4299297,-0.00565926,0.0016600736,-0.055745658,0.024433454,0.0,0.0,0,0.092500
-0.060305785,1.4298689,-0.00565927,-0.0026600512,-0.054523997,0.024433447,0.0,0.0,0,-0.135513
-0.060350038,1.4297109,-0.0056592803,-0.006980176,-0.05330233,0.024433406,0.0,0.0,0,-0.217732
-0.06039419,1.4294556,-0.0056592906,-0.0113003,-0.052080665,0.024433363,0.0,0.0,0,-0.240384
-0.060438346,1.4291031,-0.0056593,-0.015620425,-0.050859004,0.024433335,0.0,0.0,0,-0.244521
-0.0604826,1.4286537,-0.0056593097,-0.019940553,-0.04963734,0.024433337,0.0,0.0,0,-0.241774
-0.06052675,1.4281068,-0.0056593185,-0.024260677,-0.04841568,0.024433311,0.0,0.0,3,-0.600744
-0.06047535,1.4274459,0.0063483105,-0.029409122,-0.04961111,-0.02390845,0.0,0.0,0,-0.467100
-0.060423948,1.426688,0.0063483017,-0.03372924,-0.050806537,-0.02390844,0.0,0.0,0,-0.459257
-0.060372543,1.4258327,0.0063482923,-0.038049355,-0.05200197,-0.02390844,0.0,0.0,0,-0.450893
-0.060321044,1.4248804,0.0063482835,-0.042369477,-0.053197406,-0.023908434,0.0,0.0,0,-0.442140
-0.060269643,1.4238309,0.0063482746,-0.046689603,-0.054392826,-0.023908438,0.0,0.0,0,-0.433160
-0.060218237,1.4226842,0.006348266,-0.051009722,-0.05558825,-0.023908438,0.0,0.0,2,1.841813
