@RELATION lunar_lander_filter2

@ATTRIBUTE angle         NUMERIC
@ATTRIBUTE angular_vel   NUMERIC
@ATTRIBUTE left_leg      {0, 1}
@ATTRIBUTE right_leg     {0, 1}
@ATTRIBUTE action        {nothing, left_engine, main_engine, right_engine}

@DATA
0.7981,-0.0241,0,0,nothing
0.7969,-0.0241,0,0,nothing
0.7957,-0.0241,0,0,nothing
0.7945,-0.0241,0,0,nothing
0.7933,-0.0241,0,0,nothing
0.7921,-0.0241,0,0,nothing
0.7909,-0.0241,0,0,nothing
0.7897,-0.0241,0,0,nothing
0.7885,-0.0241,0,0,nothing
0.7873,-0.0241,0,0,nothing
0.7861,-0.0241,0,0,nothing
0.7854,-0.0142,0,0,main_engine
0.7845,-0.0183,0,0,main_engine
0.7835,-0.0183,0,0,nothing
0.7826,-0.0183,0,0,nothing
0.7817,-0.0183,0,0,nothing
0.7808,-0.0183,0,0,nothing
0.7799,-0.0183,0,0,nothing
0.7790,-0.0183,0,0,nothing
0.7781,-0.0183,0,0,nothing
0.7771,-0.0183,0,0,nothing
0.7762,-0.0183,0,0,nothing
0.7771,0.0177,0,0,left_engine
0.7803,0.0647,0,0,left_engine
0.7860,0.1139,0,0,left_engine
0.7917,0.1139,0,0,nothing
0.7974,0.1139,0,0,nothing
0.8031,0.1139,0,0,nothing
0.8088,0.1139,0,0,nothing
0.8145,0.1139,0,0,nothing
0.8176,0.0618,0,0,right_engine
0.8184,0.0157,0,0,right_engine
0.8168,-0.0326,0,0,right_engine
0.8125,-0.0860,0,0,right_engine
0.8064,-0.1211,0,0,right_engine
0.8004,-0.1211,0,0,nothing
0.7943,-0.1211,0,0,nothing
0.7882,-0.1211,0,0,nothing
0.7822,-0.1211,0,0,nothing
0.7761,-0.1211,0,0,nothing
0.7701,-0.1211,0,0,nothing
0.7640,-0.1211,0,0,nothing
0.7580,-0.1211,0,0,nothing
0.7497,-0.1656,0,0,right_engine
0.7393,-0.2080,0,0,right_engine
0.7269,-0.2480,0,0,right_engine
0.7145,-0.2480,0,0,nothing
0.7021,-0.2480,0,0,nothing
0.6897,-0.2480,0,0,nothing
0.6773,-0.2480,0,0,nothing
0.6649,-0.2480,0,0,nothing
0.6525,-0.2480,0,0,nothing
0.6401,-0.2480,0,0,nothing
0.6277,-0.2480,0,0,nothing
0.6153,-0.2480,0,0,nothing
0.6029,-0.2480,0,0,nothing
0.5905,-0.2480,0,0,nothing
0.5781,-0.2480,0,0,nothing
0.5657,-0.2480,0,0,nothing
0.5533,-0.2480,0,0,nothing
0.5409,-0.2480,0,0,nothing
0.5285,-0.2480,0,0,nothing
0.5161,-0.2480,0,0,nothing
0.5015,-0.2924,0,0,right_engine
0.4847,-0.3353,0,0,right_engine
0.4662,-0.3703,0,0,right_engine
0.4461,-0.4019,0,0,right_engine
0.4236,-0.4493,0,0,right_engine
0.4012,-0.4493,0,0,nothing
0.3787,-0.4493,0,0,nothing
0.3562,-0.4493,0,0,nothing
0.3338,-0.4493,0,0,nothing
0.3090,-0.4949,0,0,right_engine
0.2827,-0.5274,0,0,right_engine
0.2563,-0.5274,0,0,nothing
0.2299,-0.5274,0,0,nothing
0.2036,-0.5273,0,0,nothing
0.1772,-0.5273,0,0,nothing
0.1508,-0.5273,0,0,nothing
0.1245,-0.5273,0,0,nothing
0.0981,-0.5272,0,0,nothing
0.0717,-0.5272,0,0,nothing
0.0454,-0.5272,0,0,nothing
0.0190,-0.5272,0,0,nothing
-0.0073,-0.5271,0,0,nothing
-0.0337,-0.5271,0,0,nothing
-0.0600,-0.5271,0,0,nothing
-0.0864,-0.5271,0,0,nothing
-0.1127,-0.5270,0,0,nothing
-0.1391,-0.5270,0,0,nothing
-0.1654,-0.5270,0,0,nothing
-0.1918,-0.5270,0,0,nothing
-0.2181,-0.5269,0,0,nothing
-0.2445,-0.5269,0,0,nothing
-0.2708,-0.5269,0,0,nothing
-0.2972,-0.5269,0,0,nothing
-0.3235,-0.5268,0,0,nothing
-0.3498,-0.5268,0,0,nothing
-0.3762,-0.5268,0,0,nothing
-0.4025,-0.5267,0,0,nothing
-0.4289,-0.5267,0,0,nothing
-0.4549,-0.5199,0,0,main_engine
-0.4816,-0.5351,0,0,main_engine
-0.5088,-0.5439,0,0,main_engine
-0.5360,-0.5439,0,0,nothing
-0.5632,-0.5439,0,0,nothing
-0.5904,-0.5439,0,0,nothing
-0.6176,-0.5438,0,0,nothing
-0.6448,-0.5438,0,0,nothing
-0.6720,-0.5438,0,0,nothing
-0.6992,-0.5438,0,0,nothing
-0.7263,-0.5437,0,0,nothing
-0.7535,-0.5437,0,0,nothing
-0.7807,-0.5437,0,0,nothing
-0.8079,-0.5436,0,0,nothing
-0.8351,-0.5436,0,0,nothing
-0.8623,-0.5436,0,0,nothing
-0.8876,-0.5071,0,0,left_engine
-0.9104,-0.4561,0,0,left_engine
-0.9311,-0.4141,0,0,left_engine
-0.9494,-0.3661,0,0,left_engine
-0.9659,-0.3292,0,0,left_engine
-0.9823,-0.3292,0,0,nothing
-0.9988,-0.3292,0,0,nothing
-1.0153,-0.3292,0,0,nothing
-1.0317,-0.3292,0,0,nothing
-1.0482,-0.3292,0,0,nothing
-1.0646,-0.3292,0,0,nothing
-1.0811,-0.3292,0,0,nothing
-1.0975,-0.3291,0,0,nothing
-1.1140,-0.3291,0,0,nothing
-1.1305,-0.3291,0,0,nothing
-1.1469,-0.3291,0,0,nothing
-1.1605,-0.2721,0,0,left_engine
-1.1714,-0.2182,0,0,left_engine
-1.1823,-0.2182,0,0,nothing
-1.1932,-0.2182,0,0,nothing
-1.2042,-0.2182,0,0,nothing
-1.2180,-0.2764,0,0,right_engine
-1.2345,-0.3299,0,0,right_engine
-1.2534,-0.3795,0,0,right_engine
-1.2743,-0.4170,0,0,right_engine
-1.2971,-0.4569,0,0,right_engine
-1.3227,-0.5112,0,0,right_engine
-1.3507,-0.5603,0,0,right_engine
-1.3813,-0.6113,0,0,right_engine
-1.4119,-0.6113,0,0,nothing
-1.4454,-0.6710,0,0,right_engine
-1.4818,-0.7285,0,0,right_engine
-1.5211,-0.7851,0,0,right_engine
-1.5624,-0.8258,0,0,right_engine
-1.6066,-0.8844,0,0,right_engine
-1.6537,-0.9431,0,0,right_engine
-1.7009,-0.9429,0,0,nothing
-1.7480,-0.9428,0,0,nothing
-1.7978,-0.9958,0,0,right_engine
-1.8506,-1.0550,0,0,right_engine
-1.9061,-1.1115,0,0,right_engine
-1.9644,-1.1644,0,0,right_engine
-2.0247,-1.2065,0,0,right_engine
-2.0850,-1.2062,0,0,nothing
-2.1453,-1.2059,0,0,nothing
-2.2080,-1.2533,0,0,right_engine
-2.2728,-1.2973,0,0,right_engine
-2.3399,-1.3422,0,0,right_engine
-2.4091,-1.3844,0,0,right_engine
-2.4801,-1.4200,0,0,right_engine
-2.5537,-1.4716,0,0,right_engine
-2.6297,-1.5194,0,0,right_engine
-2.7076,-1.5571,0,0,right_engine
-2.7875,-1.5987,0,0,right_engine
-2.8697,-1.6439,0,0,right_engine
-2.9537,-1.6798,0,0,right_engine
-3.0396,-1.7189,0,0,right_engine
-3.1272,-1.7510,0,0,right_engine
-3.2168,-1.7922,0,0,right_engine
-3.3086,-1.8373,0,0,right_engine
-3.4025,-1.8771,0,0,right_engine
-3.4979,-1.9089,0,0,right_engine
-3.5949,-1.9398,0,0,right_engine
-3.6939,-1.9802,0,0,right_engine
-3.7949,-2.0198,0,0,right_engine
-3.8979,-2.0600,0,0,right_engine
-4.0028,-2.0979,0,0,right_engine
-4.1095,-2.1340,0,0,right_engine
-4.2189,-2.1875,0,0,right_engine
-4.3282,-2.1857,0,0,nothing
-4.4374,-2.1839,0,0,nothing
-4.5465,-2.1821,0,0,nothing
-4.6555,-2.1803,0,0,nothing
-4.7644,-2.1785,0,0,nothing
-4.8732,-2.1768,0,0,nothing
-4.9820,-2.1750,0,0,nothing
-5.0907,-2.1732,0,0,nothing
-5.1992,-2.1715,0,0,nothing
-5.3077,-2.1697,0,0,nothing
-5.4161,-2.1680,0,0,nothing
-5.5244,-2.1662,0,0,nothing
-5.6319,-2.1495,0,0,main_engine
-5.7391,-2.1435,0,0,main_engine
-5.8463,-2.1438,0,0,main_engine
-5.9528,-2.1304,0,0,main_engine
-6.0584,-2.1139,0,0,main_engine
-6.1634,-2.1009,0,0,main_engine
-6.2679,-2.0926,0,0,main_engine
-6.3727,-2.0973,0,0,main_engine
-6.4777,-2.1004,0,0,main_engine
-6.5819,-2.0842,0,0,main_engine
-6.6864,-2.0931,0,0,main_engine
-6.7917,-2.1066,0,0,main_engine
-6.8971,-2.1088,0,0,main_engine
-7.0025,-2.1093,0,0,main_engine
-7.1052,-2.0550,0,0,left_engine
-7.2056,-2.0104,0,0,left_engine
-7.3038,-1.9644,0,0,left_engine
-7.3994,-1.9124,0,0,left_engine
-7.4922,-1.8575,0,0,left_engine
-7.5825,-1.8066,0,0,left_engine
-7.6702,-1.7556,0,0,left_engine
-7.7555,-1.7065,0,0,left_engine
-7.8384,-1.6579,0,0,left_engine
-7.9191,-1.6142,0,0,left_engine
-7.9970,-1.5588,0,0,left_engine
-8.0724,-1.5099,0,0,left_engine
-8.1450,-1.4515,0,0,left_engine
-8.2153,-1.4068,0,0,left_engine
-8.2829,-1.3526,0,0,left_engine
-8.3482,-1.3057,0,0,left_engine
-8.4134,-1.3053,0,0,nothing
-8.4787,-1.3049,0,0,nothing
-8.5439,-1.3045,0,0,nothing
-8.6091,-1.3041,0,0,nothing
-8.6743,-1.3038,0,0,nothing
-8.7394,-1.3034,0,0,nothing
-8.8045,-1.3030,0,0,nothing
-8.8697,-1.3026,0,0,nothing
-8.9348,-1.3022,0,0,nothing
-8.9998,-1.3019,0,0,nothing
-9.0649,-1.3015,0,0,nothing
-9.1299,-1.3011,0,0,nothing
-9.1950,-1.3007,0,0,nothing
-9.2600,-1.3003,0,0,nothing
-9.3249,-1.3000,0,0,nothing
-9.3899,-1.2996,0,0,nothing
-9.4549,-1.2992,0,0,nothing
-9.5198,-1.2988,0,0,nothing
-9.5847,-1.2985,0,0,nothing
-9.6496,-1.2981,0,0,nothing
-9.7145,-1.2977,0,0,nothing
-9.7793,-1.2973,0,0,nothing
-9.8441,-1.2969,0,0,nothing
-9.9090,-1.2966,0,0,nothing
-9.9738,-1.2962,0,0,nothing
-10.0385,-1.2958,0,0,nothing
-10.1033,-1.2954,0,0,nothing
-10.1680,-1.2951,0,0,nothing
-10.2328,-1.2947,0,0,nothing
-10.2975,-1.2943,0,0,nothing
-10.3621,-1.2940,0,0,nothing
-0.0020,-0.0203,0,0,nothing
-0.0031,-0.0203,0,0,nothing
-0.0041,-0.0203,0,0,nothing
-0.0051,-0.0203,0,0,nothing
-0.0061,-0.0203,0,0,nothing
-0.0071,-0.0203,0,0,nothing
-0.0081,-0.0203,0,0,nothing
-0.0091,-0.0203,0,0,nothing
-0.0102,-0.0203,0,0,nothing
-0.0112,-0.0203,0,0,nothing
-0.0122,-0.0203,0,0,nothing
-0.0132,-0.0203,0,0,nothing
-0.0142,-0.0203,0,0,nothing
-0.0152,-0.0203,0,0,nothing
-0.0162,-0.0202,0,0,nothing
-0.0172,-0.0202,0,0,nothing
-0.0183,-0.0202,0,0,nothing
-0.0193,-0.0202,0,0,nothing
-0.0207,-0.0278,0,0,main_engine
-0.0222,-0.0315,0,0,main_engine
-0.0243,-0.0408,0,0,main_engine
-0.0263,-0.0408,0,0,nothing
-0.0284,-0.0408,0,0,nothing
-0.0304,-0.0408,0,0,nothing
-0.0324,-0.0408,0,0,nothing
-0.0345,-0.0408,0,0,nothing
-0.0365,-0.0408,0,0,nothing
-0.0386,-0.0408,0,0,nothing
-0.0406,-0.0408,0,0,nothing
-0.0426,-0.0408,0,0,nothing
-0.0447,-0.0408,0,0,nothing
-0.0467,-0.0408,0,0,nothing
-0.0488,-0.0408,0,0,nothing
-0.0508,-0.0408,0,0,nothing
-0.0528,-0.0408,0,0,nothing
-0.0549,-0.0408,0,0,nothing
-0.0569,-0.0408,0,0,nothing
-0.0590,-0.0408,0,0,nothing
-0.0610,-0.0408,0,0,nothing
-0.0630,-0.0408,0,0,nothing
-0.0651,-0.0408,0,0,nothing
-0.0671,-0.0408,0,0,nothing
-0.0692,-0.0408,0,0,nothing
-0.0712,-0.0408,0,0,nothing
-0.0732,-0.0408,0,0,nothing
-0.0753,-0.0408,0,0,nothing
-0.0773,-0.0408,0,0,nothing
-0.0794,-0.0408,0,0,nothing
-0.0814,-0.0408,0,0,nothing
-0.0834,-0.0408,0,0,nothing
-0.0855,-0.0408,0,0,nothing
-0.0875,-0.0408,0,0,nothing
-0.0896,-0.0408,0,0,nothing
-0.0916,-0.0408,0,0,nothing
-0.0936,-0.0408,0,0,nothing
-0.0957,-0.0408,0,0,nothing
-0.0977,-0.0408,0,0,nothing
-0.0998,-0.0408,0,0,nothing
-0.1018,-0.0408,0,0,nothing
-0.1038,-0.0408,0,0,nothing
-0.1059,-0.0408,0,0,nothing
-0.1079,-0.0408,0,0,nothing
-0.1100,-0.0408,0,0,nothing
-0.1120,-0.0408,0,0,nothing
-0.1140,-0.0408,0,0,nothing
-0.1161,-0.0408,0,0,nothing
-0.1181,-0.0408,0,0,nothing
-0.1202,-0.0408,0,0,nothing
-0.1222,-0.0408,0,0,nothing
-0.1242,-0.0408,0,0,nothing
-0.1263,-0.0408,0,0,nothing
-0.1283,-0.0408,0,0,nothing
-0.1304,-0.0408,0,0,nothing
-0.1324,-0.0408,0,0,nothing
-0.1344,-0.0408,0,0,nothing
-0.1365,-0.0408,0,0,nothing
-0.1385,-0.0408,0,0,nothing
-0.1406,-0.0408,0,0,nothing
-0.1426,-0.0408,0,0,nothing
-0.1446,-0.0408,0,0,nothing
-0.1467,-0.0408,0,0,nothing
-0.1487,-0.0408,0,0,nothing
-0.1508,-0.0408,0,0,nothing
-0.1528,-0.0408,0,0,nothing
-0.1548,-0.0408,0,0,nothing
-0.1569,-0.0408,0,0,nothing
-0.1589,-0.0408,0,0,nothing
-0.1610,-0.0408,0,0,nothing
-0.1630,-0.0408,0,0,nothing
-0.1650,-0.0408,0,0,nothing
-0.1671,-0.0408,0,0,nothing
-0.1691,-0.0408,0,0,nothing
-0.1712,-0.0408,0,0,nothing
-0.1732,-0.0408,0,0,nothing
-0.1752,-0.0408,0,0,nothing
-0.1773,-0.0408,0,0,nothing
-0.1793,-0.0408,0,0,nothing
-0.1814,-0.0408,0,0,nothing
-0.1834,-0.0408,0,0,nothing
-0.1854,-0.0408,0,0,nothing
-0.1875,-0.0408,0,0,nothing
-0.1895,-0.0408,0,0,nothing
-0.1916,-0.0408,0,0,nothing
-0.1936,-0.0408,0,0,nothing
-0.1956,-0.0408,0,0,nothing
-0.1977,-0.0408,0,0,nothing
-0.1997,-0.0408,0,0,nothing
-0.2018,-0.0408,0,0,nothing
-0.2038,-0.0408,0,0,nothing
-0.2058,-0.0408,0,0,nothing
-0.2079,-0.0408,0,0,nothing
-0.2099,-0.0408,0,0,nothing
-0.2120,-0.0408,0,0,nothing
-0.2140,-0.0408,0,0,nothing
-0.2160,-0.0408,0,0,nothing
-0.2181,-0.0408,0,0,nothing
-0.2201,-0.0408,0,0,nothing
-0.2222,-0.0408,0,0,nothing
-0.2250,-0.0562,0,0,main_engine
-0.2279,-0.0581,0,0,main_engine
-0.2300,-0.0431,0,0,main_engine
-0.2328,-0.0545,0,0,main_engine
-0.2348,-0.0409,0,0,main_engine
-0.2363,-0.0298,0,0,main_engine
-0.2386,-0.0466,0,0,main_engine
-0.2417,-0.0616,0,0,main_engine
-0.2440,-0.0467,0,0,main_engine
-0.2471,-0.0618,0,0,main_engine
-0.2507,-0.0719,0,0,main_engine
-0.2543,-0.0722,0,0,main_engine
-0.2580,-0.0722,0,0,nothing
-0.2616,-0.0722,0,0,nothing
-0.2652,-0.0722,0,0,nothing
-0.2688,-0.0722,0,0,nothing
-0.2724,-0.0722,0,0,nothing
-0.2760,-0.0722,0,0,nothing
-0.2796,-0.0722,0,0,nothing
-0.2832,-0.0722,0,0,nothing
-0.2868,-0.0722,0,0,nothing
-0.2904,-0.0722,0,0,nothing
-0.2940,-0.0722,0,0,nothing
-0.2976,-0.0722,0,0,nothing
-0.3013,-0.0722,0,0,nothing
-0.3049,-0.0722,0,0,nothing
-0.3085,-0.0722,0,0,nothing
-0.3121,-0.0722,0,0,nothing
-0.3157,-0.0722,0,0,nothing
-0.3193,-0.0722,0,0,nothing
-0.3229,-0.0722,0,0,nothing
-0.3265,-0.0722,0,0,nothing
-0.3301,-0.0722,0,0,nothing
-0.3337,-0.0722,0,0,nothing
-0.3373,-0.0722,0,0,nothing
-0.3409,-0.0722,0,0,nothing
-0.3446,-0.0722,0,0,nothing
-0.3482,-0.0722,0,0,nothing
-0.3518,-0.0722,0,0,nothing
-0.3554,-0.0722,0,0,nothing
-0.3590,-0.0722,0,0,nothing
-0.3626,-0.0722,0,0,nothing
-0.3662,-0.0722,0,0,nothing
-0.3682,-0.0398,0,0,left_engine
-0.3677,0.0100,0,0,left_engine
-0.3647,0.0608,0,0,left_engine
-0.3598,0.0969,0,0,left_engine
-0.3526,0.1442,0,0,left_engine
-0.3436,0.1791,0,0,left_engine
-0.3322,0.2283,0,0,left_engine
-0.3187,0.2712,0,0,left_engine
-0.3033,0.3075,0,0,left_engine
-0.2858,0.3497,0,0,left_engine
-0.2660,0.3960,0,0,left_engine
-0.2441,0.4381,0,0,left_engine
-0.2222,0.4381,0,0,nothing
-0.2003,0.4381,0,0,nothing
-0.1784,0.4381,0,0,nothing
-0.1565,0.4380,0,0,nothing
-0.1346,0.4380,0,0,nothing
-0.1127,0.4380,0,0,nothing
-0.0908,0.4380,0,0,nothing
-0.0689,0.4380,0,0,nothing
-0.0470,0.4380,0,0,nothing
-0.0251,0.4380,0,0,nothing
-0.0032,0.4379,0,0,nothing
0.0163,0.3892,0,0,right_engine
0.0341,0.3559,0,0,right_engine
0.0499,0.3161,0,0,right_engine
0.0635,0.2722,0,0,right_engine
0.0750,0.2315,0,0,right_engine
0.0850,0.1989,0,0,right_engine
0.0926,0.1516,0,0,right_engine
0.1002,0.1516,0,0,nothing
0.1077,0.1516,0,0,nothing
0.1153,0.1516,0,0,nothing
0.1229,0.1516,0,0,nothing
0.1305,0.1516,0,0,nothing
0.1363,0.1172,0,0,right_engine
0.1406,0.0853,0,0,right_engine
0.1428,0.0451,0,0,right_engine
0.1433,0.0092,0,0,right_engine
0.1417,-0.0320,0,0,right_engine
0.1385,-0.0646,0,0,right_engine
0.1330,-0.1095,0,0,right_engine
0.1275,-0.1095,0,0,nothing
0.1220,-0.1095,0,0,nothing
0.1166,-0.1095,0,0,nothing
0.1092,-0.1479,0,0,right_engine
0.0995,-0.1927,0,0,right_engine
0.0881,-0.2284,0,0,right_engine
0.0748,-0.2657,0,0,right_engine
0.0597,-0.3028,0,0,right_engine
0.0446,-0.3028,0,0,nothing
0.0294,-0.3028,0,0,nothing
0.0143,-0.3028,0,0,nothing
-0.0009,-0.3028,0,0,nothing
-0.0160,-0.3028,0,0,nothing
-0.0311,-0.3028,0,0,nothing
-0.0463,-0.3028,0,0,nothing
-0.0614,-0.3028,0,0,nothing
-0.0770,-0.3107,0,0,main_engine
-0.0920,-0.3013,0,0,main_engine
-0.1071,-0.3011,0,0,main_engine
-0.1221,-0.3011,0,0,nothing
-0.1372,-0.3011,0,0,nothing
-0.1522,-0.3011,0,0,nothing
-0.1673,-0.3011,0,0,nothing
-0.1816,-0.2870,0,0,main_engine
-0.1955,-0.2781,0,0,main_engine
-0.2091,-0.2708,0,0,main_engine
-0.2218,-0.2553,0,0,main_engine
-0.2354,-0.2703,0,0,main_engine
-0.2489,-0.2703,0,0,nothing
-0.2624,-0.2703,0,0,nothing
-0.2759,-0.2703,0,0,nothing
-0.2894,-0.2703,0,0,nothing
-0.3029,-0.2703,0,0,nothing
-0.3165,-0.2703,0,0,nothing
-0.3300,-0.2703,0,0,nothing
-0.3435,-0.2703,0,0,nothing
-0.3570,-0.2703,0,0,nothing
-0.3705,-0.2703,0,0,nothing
-0.3840,-0.2703,0,0,nothing
-0.3975,-0.2703,0,0,nothing
-0.4111,-0.2703,0,0,nothing
-0.4246,-0.2703,0,0,nothing
-0.4381,-0.2703,0,0,nothing
-0.4516,-0.2703,0,0,nothing
-0.4651,-0.2703,0,0,nothing
-0.4810,-0.3178,0,0,right_engine
-0.4988,-0.3552,0,0,right_engine
-0.5189,-0.4027,0,0,right_engine
-0.5407,-0.4352,0,0,right_engine
-0.5644,-0.4747,0,0,right_engine
-0.5903,-0.5179,0,0,right_engine
-0.6162,-0.5179,0,0,nothing
-0.6421,-0.5179,0,0,nothing
-0.6680,-0.5178,0,0,nothing
-0.6939,-0.5178,0,0,nothing
-0.7198,-0.5178,0,0,nothing
-0.7438,-0.4817,0,0,left_engine
-0.7655,-0.4332,0,0,left_engine
-0.7850,-0.3908,0,0,left_engine
-0.8027,-0.3525,0,0,left_engine
-0.8184,-0.3144,0,0,left_engine
-0.8314,-0.2598,0,0,left_engine
-0.8417,-0.2069,0,0,left_engine
-0.8498,-0.1607,0,0,left_engine
-0.8555,-0.1145,0,0,left_engine
-0.8586,-0.0633,0,0,left_engine
-0.8600,-0.0261,0,0,left_engine
-0.8593,0.0131,0,0,left_engine
-0.8561,0.0643,0,0,left_engine
-0.8500,0.1210,0,0,left_engine
-0.8411,0.1777,0,0,left_engine
-0.8323,0.1777,0,0,nothing
-0.8234,0.1777,0,0,nothing
-0.8145,0.1777,0,0,nothing
-0.8036,0.2180,0,0,left_engine
-0.7905,0.2618,0,0,left_engine
-0.7757,0.2963,0,0,left_engine
-0.7586,0.3418,0,0,left_engine
-0.7396,0.3805,0,0,left_engine
-0.7179,0.4343,0,0,left_engine
-0.6943,0.4704,0,0,left_engine
-0.6690,0.5063,0,0,left_engine
-0.6418,0.5449,0,0,left_engine
-0.6145,0.5448,0,0,nothing
-0.5873,0.5448,0,0,nothing
-0.5601,0.5448,0,0,nothing
-0.5328,0.5448,0,0,nothing
-0.5056,0.5447,0,0,nothing
-0.4783,0.5447,0,0,nothing
-0.4511,0.5447,0,0,nothing
-0.4262,0.4987,0,0,right_engine
-0.4036,0.4523,0,0,right_engine
-0.3830,0.4107,0,0,right_engine
-0.3650,0.3612,0,0,right_engine
-0.3487,0.3246,0,0,right_engine
-0.3343,0.2886,0,0,right_engine
-0.3217,0.2513,0,0,right_engine
-0.3115,0.2042,0,0,right_engine
-0.3035,0.1599,0,0,right_engine
-0.2934,0.2029,0,0,left_engine
-0.2811,0.2450,0,0,left_engine
-0.2666,0.2902,0,0,left_engine
-0.2500,0.3329,0,0,left_engine
-0.2316,0.3686,0,0,left_engine
-0.2131,0.3686,0,0,nothing
-0.1947,0.3686,0,0,nothing
-0.1763,0.3686,0,0,nothing
-0.1600,0.3245,0,0,right_engine
-0.1453,0.2945,0,0,right_engine
-0.1324,0.2585,0,0,right_engine
-0.1218,0.2120,0,0,right_engine
-0.1133,0.1696,0,0,right_engine
-0.1065,0.1358,0,0,right_engine
-0.1019,0.0931,0,0,right_engine
-0.0972,0.0931,0,0,nothing
-0.0926,0.0931,0,0,nothing
-0.0879,0.0931,0,0,nothing
-0.0833,0.0931,0,0,nothing
-0.0786,0.0931,0,0,nothing
-0.0740,0.0931,0,0,nothing
-0.0693,0.0931,0,0,nothing
-0.0648,0.0900,0,0,main_engine
-0.0600,0.0970,0,0,main_engine
-0.0557,0.0849,0,0,main_engine
-0.0509,0.0959,0,0,main_engine
-0.0456,0.1071,0,0,main_engine
-0.0402,0.1071,0,0,nothing
-0.0349,0.1071,0,0,nothing
-0.0295,0.1071,0,0,nothing
-0.0241,0.1071,0,0,nothing
-0.0188,0.1071,0,0,nothing
-0.0134,0.1071,0,0,nothing
-0.0081,0.1071,0,0,nothing
-0.0027,0.1071,0,0,nothing
0.0026,0.1071,0,0,nothing
0.0080,0.1071,0,0,nothing
0.0133,0.1071,0,0,nothing
0.0187,0.1071,0,0,nothing
0.0240,0.1071,0,0,nothing
0.0294,0.1071,0,0,nothing
0.0347,0.1071,0,0,nothing
0.0401,0.1071,0,0,nothing
0.0454,0.1071,0,0,nothing
0.0316,-0.2764,0,1,nothing
-0.0000,-0.6331,0,1,right_engine
-0.0326,-0.6508,0,1,right_engine
-0.0675,-0.6994,0,0,right_engine
-0.1046,-0.7405,0,0,right_engine
-0.1434,-0.7764,0,0,right_engine
-0.1822,-0.7763,0,0,nothing
-0.2210,-0.7763,0,0,nothing
-0.2598,-0.7762,0,0,nothing
-0.2986,-0.7761,0,0,nothing
-0.3374,-0.7760,0,0,nothing
-0.3762,-0.7759,0,0,nothing
-0.4150,-0.7759,0,0,nothing
-0.4538,-0.7758,0,0,nothing
-0.4926,-0.7757,0,0,nothing
-0.5314,-0.7756,0,0,nothing
-0.5701,-0.7755,0,0,nothing
-0.6089,-0.7755,0,0,nothing
-0.6477,-0.7754,0,0,nothing
-0.6865,-0.7753,0,0,nothing
-0.7252,-0.7752,0,0,nothing
-0.7640,-0.7751,0,0,nothing
-0.8027,-0.7751,0,0,nothing
-0.8415,-0.7750,0,0,nothing
-0.8802,-0.7749,0,0,nothing
-0.0157,-0.1549,0,0,nothing
-0.0234,-0.1548,0,0,nothing
-0.0311,-0.1548,0,0,nothing
-0.0389,-0.1548,0,0,nothing
-0.0466,-0.1548,0,0,nothing
-0.0543,-0.1547,0,0,nothing
-0.0621,-0.1547,0,0,nothing
-0.0698,-0.1547,0,0,nothing
-0.0776,-0.1547,0,0,nothing
-0.0853,-0.1546,0,0,nothing
-0.0930,-0.1546,0,0,nothing
-0.1007,-0.1546,0,0,nothing
-0.1085,-0.1546,0,0,nothing
-0.1162,-0.1545,0,0,nothing
-0.1239,-0.1545,0,0,nothing
-0.1316,-0.1545,0,0,nothing
-0.1394,-0.1545,0,0,nothing
-0.1471,-0.1544,0,0,nothing
-0.1548,-0.1544,0,0,nothing
-0.1625,-0.1544,0,0,nothing
-0.1702,-0.1544,0,0,nothing
-0.1780,-0.1544,0,0,nothing
-0.1857,-0.1543,0,0,nothing
-0.1934,-0.1543,0,0,nothing
-0.2015,-0.1623,0,0,nothing
-0.2092,-0.1543,0,0,nothing
-0.2169,-0.1543,0,0,nothing
-0.2247,-0.1543,0,0,nothing
-0.2324,-0.1543,0,0,nothing
-0.2401,-0.1543,0,0,nothing
-0.2478,-0.1543,0,0,nothing
-0.2555,-0.1543,0,0,nothing
-0.2632,-0.1543,0,0,nothing
-0.2709,-0.1543,0,0,nothing
-0.2786,-0.1543,0,0,nothing
-0.2864,-0.1543,0,0,nothing
-0.2941,-0.1543,0,0,nothing
-0.3018,-0.1543,0,0,nothing
-0.3095,-0.1543,0,0,nothing
-0.3172,-0.1543,0,0,nothing
-0.3249,-0.1543,0,0,nothing
-0.3326,-0.1543,0,0,nothing
-0.3404,-0.1543,0,0,nothing
-0.3481,-0.1543,0,0,nothing
-0.3558,-0.1543,0,0,nothing
-0.3635,-0.1543,0,0,nothing
-0.3712,-0.1543,0,0,nothing
-0.3789,-0.1543,0,0,nothing
-0.3866,-0.1543,0,0,nothing
-0.3943,-0.1543,0,0,nothing
-0.4021,-0.1543,0,0,nothing
-0.4098,-0.1543,0,0,nothing
-0.4175,-0.1543,0,0,nothing
-0.4252,-0.1543,0,0,nothing
-0.4329,-0.1543,0,0,nothing
-0.4406,-0.1543,0,0,nothing
-0.4483,-0.1543,0,0,nothing
-0.4561,-0.1543,0,0,nothing
-0.4638,-0.1543,0,0,nothing
-0.4715,-0.1543,0,0,nothing
-0.4792,-0.1543,0,0,nothing
-0.4869,-0.1543,0,0,nothing
-0.4946,-0.1543,0,0,nothing
-0.5023,-0.1543,0,0,nothing
