x_position,y_position,x_velocity,y_velocity,angle,angular_velocity,left_leg,right_leg,action
-0.012576866,1.4192841,-0.6360782,0.1841579,0.014422533,0.14259999,0.0,0.0,0
-0.018865775,1.4233327,-0.63610035,0.17985791,0.021547602,0.14251451,0.0,0.0,0
-0.025154972,1.4272848,-0.6361214,0.17553012,0.028671755,0.14249638,0.0,0.0,0
-0.031444263,1.4311404,-0.63614213,0.17120455,0.03579477,0.14247367,0.0,0.0,0
-0.037733935,1.4348996,-0.6361631,0.16687934,0.04291665,0.14245069,0.0,0.0,0
-0.044023894,1.4385622,-0.636184,0.16255401,0.050037395,0.14242812,0.0,0.0,0
-0.050314046,1.442128,-0.6362047,0.15822849,0.057157014,0.14240538,0.0,0.0,0
-0.056604385,1.4455974,-0.63622534,0.15390278,0.06427549,0.14238277,0.0,0.0,0
-0.062895015,1.4489701,-0.63624585,0.1495769,0.07139284,0.1423602,0.0,0.0,0
-0.06918583,1.4522464,-0.6362663,0.14525084,0.07850906,0.14233771,0.0,0.0,0
-0.07547684,1.4554261,-0.6362866,0.14092462,0.085624166,0.1423153,0.0,0.0,0
-0.08176832,1.4585092,-0.63630676,0.13659818,0.09273816,0.14229299,0.0,0.0,0
-0.08806,1.4614958,-0.63632685,0.13227151,0.099851035,0.1422707,0.0,0.0,0
-0.094351865,1.4643855,-0.63634676,0.12794466,0.10696281,0.14224854,0.0,0.0,0
-0.100644015,1.4671786,-0.6363666,0.12361764,0.114073485,0.14222649,0.0,0.0,0
-0.106936455,1.4698753,-0.6363863,0.11929044,0.12118307,0.14220445,0.0,0.0,0
-0.11322918,1.4724753,-0.6364058,0.11496308,0.12829153,0.14218253,0.0,0.0,0
-0.11952219,1.4749784,-0.63642514,0.110635534,0.13539892,0.14216068,0.0,0.0,0
-0.12581539,1.4773853,-0.63644445,0.10630784,0.14250523,0.14213893,0.0,0.0,0
-0.13210888,1.4796953,-0.6364635,0.10197996,0.14961044,0.14211723,0.0,0.0,0
-0.13840275,1.4819088,-0.6364825,0.09765192,0.15671459,0.14209563,0.0,0.0,0
-0.1446968,1.4840257,-0.63650125,0.09332371,0.16381766,0.14207408,0.0,0.0,0
-0.15099116,1.4860461,-0.6365199,0.08899533,0.17091966,0.14205267,0.0,0.0,0
-0.15728578,1.4879696,-0.6365384,0.084666796,0.17802058,0.1420313,0.0,0.0,0
-0.16357298,1.489788,-0.6361932,0.07989766,0.18552305,0.15005304,0.0,0.0,0
-0.16986533,1.4914973,-0.6363045,0.075076215,0.19262318,0.14200301,0.0,0.0,0
-0.17615786,1.4931102,-0.6363033,0.07075205,0.1997233,0.14200252,0.0,0.0,0
-0.18245038,1.4946268,-0.6363021,0.06642789,0.20682342,0.14200225,0.0,0.0,0
-0.18874303,1.4960465,-0.6363008,0.062103726,0.21392351,0.1420021,0.0,0.0,0
-0.19503585,1.4973699,-0.6362995,0.057779565,0.22102362,0.14200172,0.0,0.0,0
-0.20132867,1.4985967,-0.63629806,0.053455416,0.2281237,0.14200124,0.0,0.0,0
-0.20762162,1.4997269,-0.63629663,0.049131278,0.23522373,0.14200082,0.0,0.0,0
-0.21391468,1.5007606,-0.6362952,0.044807147,0.24232376,0.14200032,0.0,0.0,0
-0.22020784,1.5016978,-0.6362937,0.04048302,0.24942374,0.14199978,0.0,0.0,0
-0.22650114,1.5025383,-0.63629216,0.036158904,0.2565237,0.14199927,0.0,0.0,0
-0.23279452,1.5032823,-0.6362906,0.031834792,0.26362363,0.1419988,0.0,0.0,0
-0.23908801,1.5039297,-0.636289,0.027510691,0.27072355,0.14199832,0.0,0.0,0
-0.24538164,1.5044806,-0.63628733,0.023186596,0.27782345,0.14199778,0.0,0.0,0
-0.25167543,1.504935,-0.6362856,0.01886251,0.28492332,0.14199731,0.0,0.0,0
-0.2579693,1.5052929,-0.6362838,0.014538432,0.29202315,0.1419968,0.0,0.0,0
-0.2642633,1.5055542,-0.636282,0.01021436,0.29912296,0.14199632,0.0,0.0,0
-0.27055746,1.505719,-0.6362802,0.005890298,0.30622274,0.14199582,0.0,0.0,0
-0.2768517,1.5057869,-0.6362783,0.001566245,0.31332254,0.14199534,0.0,0.0,0
-0.28314614,1.5057584,-0.63627636,-0.0027577989,0.3204223,0.14199482,0.0,0.0,0
-0.2894407,1.5056335,-0.63627434,-0.007081835,0.327522,0.14199431,0.0,0.0,0
-0.29573542,1.5054119,-0.6362723,-0.01140586,0.3346217,0.1419938,0.0,0.0,0
-0.30203027,1.5050938,-0.6362703,-0.015729876,0.34172136,0.14199331,0.0,0.0,0
-0.30832523,1.5046791,-0.63626814,-0.020053882,0.34882098,0.14199282,0.0,0.0,0
-0.31462044,1.5041678,-0.636266,-0.024377877,0.3559206,0.14199232,0.0,0.0,0
-0.32091576,1.5035601,-0.63626385,-0.028701862,0.3630202,0.14199182,0.0,0.0,0
-0.32721123,1.5028555,-0.6362616,-0.03302584,0.37011978,0.14199135,0.0,0.0,0
-0.33350682,1.5020545,-0.6362594,-0.037349805,0.37721932,0.14199086,0.0,0.0,0
-0.33980265,1.501157,-0.63625705,-0.04167376,0.38431883,0.14199036,0.0,0.0,0
-0.3460986,1.5001628,-0.63625467,-0.0459977,0.3914183,0.14198987,0.0,0.0,0
-0.35239476,1.4990721,-0.6362523,-0.050321635,0.3985178,0.1419894,0.0,0.0,0
-0.35869107,1.4978848,-0.6362498,-0.054645557,0.40561724,0.1419889,0.0,0.0,0
-0.36498755,1.4966009,-0.6362473,-0.058969464,0.41271666,0.14198844,0.0,0.0,0
-0.3712842,1.4952204,-0.6362448,-0.06329336,0.41981605,0.14198796,0.0,0.0,0
-0.37758106,1.4937434,-0.6362423,-0.067617245,0.4269154,0.14198746,0.0,0.0,0
-0.38387805,1.4921699,-0.63623965,-0.071941115,0.43401474,0.14198694,0.0,0.0,0
-0.39017528,1.4904995,-0.63623697,-0.07626498,0.44111407,0.14198644,0.0,0.0,0
-0.3964727,1.4887327,-0.6362342,-0.080588825,0.44821337,0.14198592,0.0,0.0,0
-0.40277022,1.4868692,-0.6362315,-0.08491266,0.4553126,0.14198543,0.0,0.0,0
-0.40906796,1.484909,-0.6362287,-0.08923648,0.46241185,0.14198492,0.0,0.0,0
-0.41536593,1.4828525,-0.6362258,-0.093560286,0.46951106,0.14198443,0.0,0.0,0
-0.4216641,1.4806991,-0.63622296,-0.097884074,0.47661027,0.14198396,0.0,0.0,0
-0.42796248,1.4784493,-0.6362201,-0.10220786,0.48370945,0.14198343,0.0,0.0,0
-0.43426102,1.4761028,-0.6362172,-0.10653162,0.4908086,0.14198294,0.0,0.0,0
-0.4405598,1.4736599,-0.63621414,-0.11085537,0.49790773,0.14198244,0.0,0.0,0
-0.44685882,1.4711201,-0.6362111,-0.11517911,0.50500685,0.14198197,0.0,0.0,0
-0.453158,1.4684838,-0.636208,-0.119502835,0.51210594,0.14198145,0.0,0.0,0
-0.45945746,1.4657509,-0.6362049,-0.12382655,0.519205,0.14198098,0.0,0.0,0
-0.46575707,1.4629216,-0.63620174,-0.12815024,0.526304,0.14198047,0.0,0.0,0
-0.47205696,1.4599955,-0.6361986,-0.13247392,0.533403,0.14197995,0.0,0.0,0
-0.47835708,1.4569726,-0.6361953,-0.13679758,0.54050195,0.14197947,0.0,0.0,0
-0.48465744,1.4538534,-0.6361921,-0.14112121,0.54760087,0.141979,0.0,0.0,0
-0.49095798,1.4506375,-0.63618875,-0.14544487,0.5546998,0.14197847,0.0,0.0,0
-0.49725875,1.4473248,-0.6361854,-0.14976849,0.5617987,0.14197797,0.0,0.0,0
-0.5035598,1.4439154,-0.63618207,-0.15409209,0.56889755,0.14197749,0.0,0.0,0
-0.5098611,1.4404094,-0.6361786,-0.15841569,0.5759964,0.14197698,0.0,0.0,0
-0.51616263,1.4368069,-0.6361752,-0.16273925,0.58309525,0.1419765,0.0,0.0,0
-0.5224644,1.4331076,-0.6361717,-0.16706279,0.59019405,0.14197601,0.0,0.0,0
-0.52876645,1.4293118,-0.6361682,-0.17138633,0.59729284,0.1419755,0.0,0.0,0
-0.5350687,1.4254191,-0.6361646,-0.17570983,0.6043916,0.14197502,0.0,0.0,0
-0.5413712,1.42143,-0.63616097,-0.18003334,0.6114903,0.14197451,0.0,0.0,0
-0.54767406,1.4173442,-0.63615733,-0.18435684,0.618589,0.141974,0.0,0.0,0
-0.55397713,1.4131618,-0.63615364,-0.18868032,0.62568766,0.1419735,0.0,0.0,0
-0.5602804,1.4088826,-0.63614994,-0.19300374,0.63278633,0.141973,0.0,0.0,0
-0.566584,1.4045068,-0.6361462,-0.1973272,0.63988495,0.14197251,0.0,0.0,0
-0.57288784,1.4000344,-0.63614243,-0.20165063,0.64698356,0.14197198,0.0,0.0,0
-0.579192,1.3954654,-0.63613856,-0.20597404,0.6540821,0.14197148,0.0,0.0,0
-0.5854963,1.3907995,-0.6361347,-0.2102974,0.6611807,0.14197099,0.0,0.0,0
-0.591801,1.3860371,-0.6361308,-0.21462078,0.6682792,0.14197049,0.0,0.0,0
-0.59810597,1.381178,-0.6361269,-0.21894412,0.67537767,0.14197,0.0,0.0,0
-0.60441124,1.3762221,-0.63612294,-0.22326745,0.68247616,0.14196952,0.0,0.0,0
-0.61071676,1.3711697,-0.636119,-0.22759077,0.6895746,0.141969,0.0,0.0,0
-0.61702263,1.3660206,-0.63611495,-0.23191404,0.69667304,0.14196852,0.0,0.0,0
-0.62332875,1.3607748,-0.6361109,-0.2362373,0.7037714,0.141968,0.0,0.0,0
-0.6296351,1.3554323,-0.6361068,-0.24056055,0.7108698,0.14196754,0.0,0.0,0
-0.6359418,1.349993,-0.6361026,-0.24488379,0.71796817,0.14196704,0.0,0.0,0
-0.6422488,1.344457,-0.63609844,-0.249207,0.7250665,0.14196657,0.0,0.0,0
-0.6485561,1.3388244,-0.6360942,-0.2535302,0.7321648,0.14196609,0.0,0.0,0
-0.6548637,1.3330951,-0.63609004,-0.2578534,0.73926306,0.1419656,0.0,0.0,0
-0.66117156,1.3272691,-0.63608575,-0.26217654,0.7463613,0.14196509,0.0,0.0,0
-0.66747975,1.3213463,-0.63608146,-0.26649967,0.7534596,0.14196458,0.0,0.0,0
-0.67378825,1.3153268,-0.63607717,-0.2708228,0.7605578,0.14196411,0.0,0.0,0
-0.6800971,1.3092105,-0.63607275,-0.27514583,0.76765597,0.14196357,0.0,0.0,0
-0.6864062,1.3029977,-0.6360684,-0.2794689,0.7747541,0.14196305,0.0,0.0,0
-0.69271564,1.296688,-0.63606393,-0.28379193,0.78185225,0.14196256,0.0,0.0,0
-0.6990254,1.2902818,-0.6360595,-0.28811496,0.7889503,0.14196207,0.0,0.0,0
-0.70533544,1.2837784,-0.63605505,-0.29243797,0.7960484,0.14196154,0.0,0.0,0
-0.71164584,1.2771788,-0.63605046,-0.29676095,0.8031465,0.14196104,0.0,0.0,0
-0.71795654,1.2704824,-0.6360458,-0.30108392,0.8102445,0.14196056,0.0,0.0,0
-0.7242676,1.2636893,-0.6360413,-0.30540684,0.8173425,0.14196007,0.0,0.0,0
-0.7305789,1.2567992,-0.63603663,-0.30972973,0.8244405,0.14195956,0.0,0.0,0
-0.73689055,1.2498126,-0.636032,-0.31405264,0.83153844,0.1419591,0.0,0.0,0
-0.74320257,1.2427291,-0.6360273,-0.3183755,0.8386364,0.1419586,0.0,0.0,0
-0.7495149,1.2355487,-0.63602257,-0.32269832,0.8457343,0.14195812,0.0,0.0,0
-0.75582755,1.2282717,-0.6360178,-0.32702115,0.8528322,0.14195766,0.0,0.0,0
-0.7621405,1.220898,-0.63601303,-0.33134398,0.85993004,0.14195713,0.0,0.0,0
-0.76845384,1.2134275,-0.6360082,-0.33566675,0.8670279,0.1419566,0.0,0.0,0
-0.7747675,1.2058603,-0.6360034,-0.33998948,0.87412566,0.14195612,0.0,0.0,0
-0.78108156,1.1981962,-0.6359985,-0.3443122,0.88122344,0.1419556,0.0,0.0,0
-0.7873959,1.1904352,-0.63599354,-0.34863487,0.8883212,0.1419551,0.0,0.0,0
-0.79371065,1.1825776,-0.6359886,-0.3529576,0.8954189,0.14195463,0.0,0.0,0
-0.8000257,1.1746233,-0.63598365,-0.35728028,0.9025166,0.14195414,0.0,0.0,0
-0.8063411,1.1665721,-0.6359787,-0.3616029,0.90961426,0.14195366,0.0,0.0,0
-0.8126569,1.1584241,-0.6359737,-0.36592552,0.9167119,0.14195316,0.0,0.0,0
-0.818973,1.1501794,-0.6359686,-0.3702481,0.9238096,0.14195266,0.0,0.0,0
-0.8252895,1.1418378,-0.63596356,-0.37457067,0.9309072,0.14195219,0.0,0.0,0
-0.8316063,1.1333995,-0.6359585,-0.37889317,0.9380048,0.14195171,0.0,0.0,0
-0.8379235,1.1248642,-0.6359533,-0.3832156,0.94510233,0.14195123,0.0,0.0,0
-0.8442411,1.1162324,-0.6359482,-0.38753808,0.9521998,0.14195074,0.0,0.0,0
-0.850559,1.1075037,-0.63594306,-0.39186054,0.95929736,0.14195026,0.0,0.0,0
-0.8568773,1.0986781,-0.63593787,-0.39618298,0.96639484,0.14194976,0.0,0.0,0
-0.86319596,1.0897558,-0.6359327,-0.40050542,0.9734923,0.14194927,0.0,0.0,0
-0.869515,1.0807364,-0.6359275,-0.40482777,0.98058975,0.14194876,0.0,0.0,0
-0.8758344,1.0716203,-0.6359222,-0.40915015,0.9876872,0.14194827,0.0,0.0,0
-0.88215417,1.0624074,-0.6359169,-0.4134725,0.99478453,0.14194779,0.0,0.0,0
-0.88847435,1.0530977,-0.6359116,-0.4177948,1.001882,0.1419473,0.0,0.0,0
-0.8947949,1.0436913,-0.6359063,-0.42211708,1.0089793,0.14194682,0.0,0.0,0
-0.9011158,1.0341878,-0.6359009,-0.42643932,1.0160767,0.14194635,0.0,0.0,0
-0.907437,1.0245875,-0.6358955,-0.43076152,1.0231739,0.14194587,0.0,0.0,0
-0.9137587,1.0148904,-0.63589007,-0.43508372,1.0302712,0.14194535,0.0,0.0,0
-0.9200808,1.0050964,-0.63588464,-0.43940586,1.0373684,0.14194483,0.0,0.0,0
-0.92640316,0.9952057,-0.63587916,-0.443728,1.0444657,0.14194433,0.0,0.0,0
-0.932726,0.985218,-0.6358737,-0.4480501,1.0515629,0.14194384,0.0,0.0,0
-0.9390492,0.9751335,-0.63586813,-0.45237225,1.05866,0.14194334,0.0,0.0,0
-0.9453728,0.96495193,-0.6358625,-0.45669433,1.0657572,0.14194283,0.0,0.0,0
-0.95169675,0.9546736,-0.635857,-0.46101636,1.0728543,0.14194232,0.0,0.0,0
-0.95802116,0.9442985,-0.63585144,-0.4653384,1.0799514,0.14194182,0.0,0.0,0
-0.96434593,0.93382645,-0.6358458,-0.46966043,1.0870485,0.14194132,0.0,0.0,0
-0.97067106,0.9232575,-0.6358401,-0.47398242,1.0941455,0.14194082,0.0,0.0,0
-0.97699666,0.91259164,-0.6358345,-0.4783044,1.1012425,0.14194036,0.0,0.0,0
-0.9833226,0.90182877,-0.63582885,-0.48262632,1.1083395,0.14193986,0.0,0.0,0
-0.98964894,0.8909692,-0.63582313,-0.4869482,1.1154366,0.14193937,0.0,0.0,0
-0.99597573,0.88001275,-0.6358174,-0.4912701,1.1225334,0.14193888,0.0,0.0,0
"[ 0.0066143   1.4035757   0.66993314 -0.32643858 -0.00765744 -0.15174982
  0.          0.        ]",{},0
0.013228702,1.3961579,0.66902816,-0.32973707,-0.015156132,-0.14998773,0.0,0.0,0
0.019843388,1.3886431,0.6690516,-0.33408472,-0.022650208,-0.14989564,0.0,0.0,0
0.026458263,1.3810318,0.6690737,-0.33841425,-0.030143293,-0.14987585,0.0,0.0,0
0.033073522,1.373324,0.6690956,-0.34274042,-0.037635192,-0.14985201,0.0,0.0,0
0.039688967,1.3655198,0.66911757,-0.34706584,-0.045125898,-0.149828,0.0,0.0,0
0.046304606,1.357619,0.6691395,-0.35139152,-0.052615408,-0.149804,0.0,0.0,0
0.05292063,1.3496218,0.6691614,-0.35571748,-0.060103722,-0.14978015,0.0,0.0,0
0.059536837,1.3415279,0.6691831,-0.3600436,-0.06759085,-0.14975645,0.0,0.0,0
0.06615333,1.3333378,0.66920465,-0.3643699,-0.07507679,-0.14973277,0.0,0.0,0
0.07277012,1.3250512,0.6692261,-0.36869642,-0.08256156,-0.14970921,0.0,0.0,0
0.07938719,1.3166679,0.66924745,-0.37302315,-0.090045154,-0.14968571,0.0,0.0,0
0.08600445,1.3081882,0.6692686,-0.37735006,-0.097527586,-0.14966229,0.0,0.0,0
0.09262209,1.2996117,0.6692897,-0.38167715,-0.10500885,-0.14963898,0.0,0.0,0
0.09923992,1.2909387,0.6693106,-0.38600442,-0.11248894,-0.14961568,0.0,0.0,0
0.10585804,1.2821693,0.6693314,-0.39033186,-0.11996787,-0.14959253,0.0,0.0,0
0.112476446,1.2733033,0.66935194,-0.39465952,-0.12744565,-0.14956939,0.0,0.0,0
0.11909523,1.2643409,0.66937244,-0.39898735,-0.1349223,-0.14954637,0.0,0.0,0
0.12571421,1.2552818,0.6693927,-0.4033154,-0.14239779,-0.14952345,0.0,0.0,0
0.13233356,1.2461263,0.6694129,-0.40764362,-0.14987214,-0.14950062,0.0,0.0,1
0.13888168,1.2369001,0.66041625,-0.41062388,-0.15548275,-0.11222242,0.0,0.0,1
0.14534445,1.2275965,0.6496953,-0.41384906,-0.15890396,-0.06842999,0.0,0.0,1
0.1517127,1.2182215,0.6378065,-0.41677397,-0.15988791,-0.019680494,0.0,0.0,1
0.15798426,1.208761,0.6257098,-0.42031282,-0.15843259,0.029108873,0.0,0.0,1
0.16417542,1.1992279,0.615584,-0.42332307,-0.154898,0.07069802,0.0,0.0,1
0.17026778,1.1896052,0.60379326,-0.42712134,-0.14944765,0.10901438,0.0,0.0,1
0.17627716,1.179885,0.59283453,-0.43121037,-0.14136067,0.16173917,0.0,0.0,1
0.18219204,1.1700839,0.5809606,-0.4346448,-0.13087246,0.20976405,0.0,0.0,0
0.1881071,1.160187,0.58095866,-0.43897396,-0.120384336,0.20976245,0.0,0.0,0
0.19402218,1.1501943,0.58095694,-0.44330317,-0.10989628,0.20976119,0.0,0.0,0
0.19993743,1.140106,0.5809553,-0.44763237,-0.09940829,0.20975979,0.0,0.0,0
0.20585279,1.1299218,0.58095384,-0.45196158,-0.08892038,0.20975819,0.0,0.0,1
0.21169968,1.1196573,0.57233816,-0.4555224,-0.07668842,0.24463904,0.0,0.0,1
0.21746016,1.1093117,0.56147355,-0.4591266,-0.062266473,0.2884392,0.0,0.0,1
0.22314844,1.0988775,0.5523952,-0.46313217,-0.0460228,0.32487375,0.0,0.0,1
0.2287509,1.0883527,0.5416165,-0.46730137,-0.027620513,0.36804596,0.0,0.0,1
0.23427944,1.0777411,0.5323314,-0.47137696,-0.007357394,0.40526238,0.0,0.0,1
0.23972711,1.0670352,0.52217185,-0.4758676,0.014939057,0.4459293,0.0,0.0,1
0.24508563,1.056231,0.5110077,-0.48061097,0.03947244,0.49066767,0.0,0.0,1
0.25035897,1.0453267,0.5003427,-0.48556566,0.06614804,0.5335121,0.0,0.0,1
0.2555396,1.0343382,0.4887827,-0.48992214,0.09513257,0.57969075,0.0,0.0,1
0.26065207,1.0232657,0.48036695,-0.49435738,0.12579635,0.61327577,0.0,0.0,0
0.26576346,1.0121083,0.48038006,-0.49875608,0.15645814,0.61323607,0.0,0.0,0
0.27087346,1.0008664,0.4803967,-0.5031546,0.18711795,0.6131964,0.0,0.0,0
0.275982,0.98953944,0.480417,-0.5075526,0.21777576,0.6131567,0.0,0.0,0
0.28108874,0.9781274,0.4804409,-0.5119502,0.24843161,0.6131171,0.0,0.0,2
0.28600425,0.96780914,0.4615155,-0.46396157,0.27913135,0.61399466,0.0,0.0,2
0.29074842,0.95834243,0.4445924,-0.42673433,0.30987272,0.614828,0.0,0.0,2
0.2953666,0.95012325,0.4316105,-0.37206033,0.34132078,0.62896234,0.0,0.0,0
0.29998177,0.94181913,0.4316504,-0.3764593,0.37276673,0.62891954,0.0,0.0,0
0.30459365,0.9334301,0.43169412,-0.38085744,0.40421057,0.62887675,0.0,0.0,1
0.30914393,0.9249307,0.42447105,-0.38682476,0.43722382,0.66026545,0.0,0.0,1
0.31363267,0.91631025,0.41729602,-0.39336482,0.4718881,0.6932859,0.0,0.0,1
0.3180496,0.9075693,0.40899062,-0.40006408,0.5084353,0.7309456,0.0,0.0,0
0.32246065,0.89874643,0.4090701,-0.40448347,0.54497916,0.7308783,0.0,0.0,0
0.32686558,0.8898418,0.40915504,-0.40890086,0.58151966,0.7308111,0.0,0.0,0
0.33126384,0.8808546,0.40924525,-0.41331613,0.6180568,0.73074394,0.0,0.0,0
0.3356552,0.87178475,0.40934056,-0.41772908,0.65459055,0.7306767,0.0,0.0,2
0.33976555,0.863512,0.38153666,-0.3832959,0.69176745,0.743538,0.0,0.0,2
0.3433903,0.8563335,0.3334018,-0.3356568,0.7295538,0.7557287,0.0,0.0,2
0.34650058,0.8499032,0.28295797,-0.3031061,0.7673006,0.7549373,0.0,0.0,2
0.34877816,0.84431565,0.20122263,-0.26597595,0.8042841,0.7396705,0.0,0.0,0
0.35104704,0.8386434,0.20134513,-0.2703776,0.8412641,0.7396008,0.0,0.0,0
0.35330677,0.832886,0.20147204,-0.27477613,0.87824064,0.73953116,0.0,0.0,0
0.35555714,0.82704276,0.20160322,-0.2791715,0.9152137,0.73946154,0.0,0.0,2
0.3572796,0.8218555,0.14970258,-0.25077662,0.9525353,0.74643093,0.0,0.0,0
0.35899192,0.8165819,0.14984444,-0.25516665,0.9898532,0.74635935,0.0,0.0,0
0.36069393,0.81122106,0.14999005,-0.25955307,1.0271676,0.7462877,0.0,0.0,3
0.36243954,0.80588263,0.15695307,-0.25736964,1.0616518,0.6896871,0.0,0.0,3
0.3642191,0.80055815,0.16259158,-0.25562814,1.0935816,0.6385957,0.0,0.0,3
0.36601487,0.7952301,0.16601434,-0.2548638,1.1234862,0.59809285,0.0,0.0,3
0.36784935,0.7899267,0.17190333,-0.25226778,1.1505232,0.54074085,0.0,0.0,3
0.36971807,0.784653,0.177159,-0.24932411,1.1746248,0.48203182,0.0,0.0,3
0.37160778,0.77936095,0.18047121,-0.24913046,1.1968966,0.44543648,0.0,0.0,3
0.37351075,0.77406496,0.18298945,-0.24813381,1.2171141,0.40435117,0.0,0.0,3
0.37543553,0.7687948,0.1864897,-0.24531399,1.2345595,0.34890866,0.0,0.0,3
0.37738973,0.7635498,0.19062574,-0.2424428,1.249169,0.29218966,0.0,0.0,3
0.37936133,0.758293,0.1931746,-0.24175994,1.2618254,0.25312784,0.0,0.0,3
0.3813532,0.75302327,0.19593377,-0.24111006,1.2725269,0.21402867,0.0,0.0,3
0.38336515,0.74778885,0.19892411,-0.23762622,1.2802371,0.15420327,0.0,0.0,3
0.38539296,0.7425641,0.20126677,-0.23563886,1.2855322,0.105902694,0.0,0.0,3
0.38743895,0.7373471,0.20376703,-0.23375338,1.2884394,0.058142137,0.0,0.0,3
0.38951844,0.73216337,0.20799527,-0.2302863,1.2882888,-0.0030120797,0.0,0.0,0
0.39159805,0.72688264,0.20799525,-0.2346063,1.2881383,-0.0030121799,0.0,0.0,0
0.39367753,0.7215046,0.20799525,-0.23892632,1.2879877,-0.0030122984,0.0,0.0,3
0.3957799,0.7161225,0.2108951,-0.23769721,1.2856644,-0.046465077,0.0,0.0,3
0.39790267,0.7107757,0.21380392,-0.23418596,1.2803414,-0.106461845,0.0,0.0,3
0.40003815,0.7054178,0.21568525,-0.23343453,1.2730767,-0.1452941,0.0,0.0,3
0.40220147,0.70007974,0.21934514,-0.23080604,1.2630904,-0.19972543,0.0,0.0,3
0.4043788,0.6947425,0.22153635,-0.22938608,1.2509066,-0.2436748,0.0,0.0,3
0.40658253,0.689431,0.22526059,-0.22645743,1.2358918,-0.3002985,0.0,0.0,3
0.40880138,0.68413097,0.22781038,-0.22447756,1.2184633,-0.34856948,0.0,0.0,0
0.4110176,0.6787351,0.22784667,-0.22880621,1.2010351,-0.3485622,0.0,0.0,0
0.41323137,0.67324346,0.22788271,-0.23313527,1.1836073,-0.3485549,0.0,0.0,0
0.41544265,0.6676562,0.22791854,-0.23746474,1.16618,-0.34854758,0.0,0.0,0
0.41765147,0.66197306,0.2279541,-0.24179465,1.148753,-0.34854025,0.0,0.0,0
0.4198578,0.6561945,0.22798939,-0.24612497,1.1313264,-0.34853292,0.0,0.0,0
0.42206174,0.65032053,0.22802441,-0.2504557,1.1139002,-0.3485256,0.0,0.0,0
0.4242633,0.644351,0.22805913,-0.25478682,1.0964743,-0.3485183,0.0,0.0,0
0.42646235,0.63828605,0.22809355,-0.25911835,1.0790488,-0.34851104,0.0,0.0,0
0.42865914,0.63212603,0.22812767,-0.26345026,1.0616236,-0.34850377,0.0,0.0,0
0.43085355,0.62587065,0.22816148,-0.26778257,1.0441988,-0.3484965,0.0,0.0,0
0.4330457,0.6195202,0.22819495,-0.27211526,1.0267743,-0.34848922,0.0,0.0,0
0.4352354,0.6130746,0.22822809,-0.27644834,1.0093502,-0.34848192,0.0,0.0,0
0.43742293,0.606534,0.2282609,-0.2807818,0.99192643,-0.34847456,0.0,0.0,0
0.4396082,0.5998984,0.22829334,-0.28511566,0.97450304,-0.3484673,0.0,0.0,2
0.44127274,0.59389025,0.17619072,-0.25761455,0.957576,-0.33854178,0.0,0.0,2
0.44253176,0.58845717,0.13549957,-0.23250951,0.94126356,-0.32624897,0.0,0.0,2
0.4435834,0.58348125,0.11449872,-0.21273759,0.9257677,-0.3099165,0.0,0.0,2
0.44388208,0.5793466,0.039250933,-0.17556146,0.9104901,-0.3055538,0.0,0.0,2
0.4439066,0.5757305,0.011577319,-0.15298371,0.8959343,-0.29111594,0.0,0.0,2
0.44319353,0.572882,-0.06199022,-0.118939914,0.8813286,-0.2921146,0.0,0.0,0
0.44247895,0.569938,-0.0619692,-0.123271294,0.86672306,-0.29211026,0.0,0.0,0
0.441763,0.56689876,-0.06194843,-0.12760288,0.8521178,-0.29210597,0.0,0.0,0
0.44104546,0.5637641,-0.061927922,-0.13193466,0.8375127,-0.29210168,0.0,0.0,0
0.4403266,0.5605341,-0.061907668,-0.13626665,0.8229078,-0.2920974,0.0,0.0,0
0.43960628,0.5572089,-0.06188768,-0.1405988,0.8083032,-0.2920931,0.0,0.0,0
0.43888474,0.5537885,-0.06186797,-0.14493117,0.7936987,-0.2920888,0.0,0.0,0
0.43816176,0.5502729,-0.06184853,-0.14926372,0.7790945,-0.2920845,0.0,0.0,0
0.43743744,0.54666203,-0.06182936,-0.15359646,0.7644905,-0.29208022,0.0,0.0,0
0.43671188,0.542956,-0.061810475,-0.1579294,0.7498867,-0.2920759,0.0,0.0,0
0.435985,0.539155,-0.061791874,-0.16226251,0.73528314,-0.2920716,0.0,0.0,0
0.43525687,0.5352587,-0.06177356,-0.16659583,0.72067976,-0.29206732,0.0,0.0,0
0.4345274,0.53126746,-0.061755545,-0.17092928,0.7060766,-0.29206306,0.0,0.0,0
0.4337967,0.5271811,-0.061737824,-0.17526293,0.69147366,-0.29205877,0.0,0.0,0
0.43306485,0.5229998,-0.0617204,-0.17959674,0.67687094,-0.29205447,0.0,0.0,2
0.43192434,0.51916736,-0.101968266,-0.16394821,0.66165715,-0.30427593,0.0,0.0,2
0.43041238,0.51607126,-0.13916294,-0.1314371,0.6466664,-0.29981533,0.0,0.0,2
0.42872134,0.5135482,-0.15739147,-0.106326096,0.63225985,-0.2881317,0.0,0.0,2
0.4265954,0.512093,-0.20116362,-0.05917228,0.6183534,-0.27812853,0.0,0.0,2
0.42405528,0.5113049,-0.24230918,-0.029558849,0.60425234,-0.28202224,0.0,0.0,0
0.42151433,0.51042175,-0.24229467,-0.033892624,0.5901514,-0.28201836,0.0,0.0,0
