# a0	a1	a2	a3
    -62.9707	    -74.0870	    -55.4876	    -64.3404
     -6.6012	    -26.7153	    -28.2096	      3.2323
    -22.1703	    -17.5271	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
    -11.3889	    -22.7070	    -16.2510	    -10.8325
      0.0000	      0.0000	      0.0000	      0.0000
     -5.9531	      0.0000	      0.0000	     -9.9408
      0.0000	      0.0000	      0.0000	      0.0000
      0.0204	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
     -0.3020	     -0.3326	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      7.1981	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
     -1.1657	     -0.0966	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
    -17.8455	    -22.0795	    -16.0626	    -35.3707
     -0.3848	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      4.4037	     -1.4948	     -1.8855	     -1.0744
     -2.2047	      0.0000	      0.0000	      0.0000
      0.8919	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      6.3036	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
     -8.5378	     -6.3296	    -10.0982	     -6.3139
      0.0000	      0.0000	      0.0000	      0.0000
      0.6477	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.6984	     -0.8625	      0.0000	     -0.5833
      0.0000	      0.0000	      0.0000	      2.6768
     -0.7805	      0.0000	      0.0000	      0.0000
     -2.1513	     -1.2278	      0.0000	      0.0000
     -1.8760	     -3.8980	     -2.4727	     -2.3171
     -2.5159	      0.0000	      0.0000	      0.0000
     -0.3128	     -7.3637	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
    -12.6111	    -14.8645	     -2.9745	     23.1132
      0.0000	      0.0000	      0.0000	      0.0000
     -0.8442	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
     -1.3331	     -1.9618	     -5.1335	     16.9033
      1.8536	      0.0000	      0.0000	      0.0000
     -0.2617	      0.0000	      0.0000	      0.0000
    -20.4308	     -7.9129	     -4.7497	     -1.6524
    -25.9431	    -24.4961	    -25.7301	    -28.6435
      0.0000	      0.0000	      0.0000	      0.0000
     -7.6323	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
     -9.8288	      8.2440	      0.0000	      0.0000
     -0.6908	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
    -19.8183	     -4.6817	     -6.6468	     12.9175
      1.1466	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
     -3.6622	    -13.1264	     -7.2346	      0.0000
    -54.4645	    -57.0482	    -65.6953	    -13.1416
     -2.3655	     -4.5108	    -16.5913	     -4.5416
     -8.8607	    -16.5112	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
    -29.6036	    -32.1122	    -38.6342	    -43.9269
     -4.3397	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      8.0408	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      2.6384	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
     -6.2933	     -9.6571	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
     -1.5449	      0.0227	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      6.5505	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      8.2969	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
    -20.0000	     14.4522	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
    -14.5405	     -0.0192	     10.1954	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      1.3527	     -4.0405	     16.9593	     -1.1040
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
     -0.6890	     -0.6982	    -13.4839	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
    -18.0806	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      7.8767	      0.0000	      0.0000	      0.0000
    -17.0312	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
    -15.9429	      0.0000	      0.0000	      0.0000
      4.5400	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
     -3.4929	     -2.9589	     -0.1146	      2.1388
    -19.0304	    -16.9245	     15.7710	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
    -10.8101	      0.0000	    -19.8782	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
    -22.0268	     -7.5237	    -13.5998	     -9.5005
    -20.6803	    -24.7039	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
    -16.9267	      1.5481	    -17.0439	    -13.5765
     -7.8527	      3.8819	      0.0000	      0.0000
      2.5643	      0.0000	     -5.5583	      0.0000
      0.0000	      0.0000	      0.0000	      0.0000
     -1.1963	     17.9648	      0.0000	     -2.1514
     -0.8036	      1.8117	     -6.5403	     -0.4104
